Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",11,3,6,17,2,3.0,,3.0,,,,,,1.0,,,,,,,,,
10,"Ashcroft, Marcus",13,2,8,21,1,,1.0,2.0,,,,,,2.0,,,,,,,,,
25,"Bews, Andrew",11,1,9,20,,,,5.0,,,,,3.0,1.0,2.0,,,,,,,,
36,"Bradshaw, Daniel",5,1,4,9,,2.0,,1.0,,,,,2.0,,,,,,,,,,
1,"Champion, Richard",14,2,5,19,,,,3.0,,,,,4.0,1.0,3.0,,,,,,,,
5,"Chapman, Nathan",1,,2,3,,1.0,,2.0,,,,,,2.0,,,,,,,,,
16,"Clarke, Matthew",8,1,5,13,,,23.0,1.0,,,,,6.0,3.0,,,,,,,,,
14,"Dickfos, Danny",7,1,6,13,,,,7.0,,,,,3.0,,,,,,,,,,
6,"Fletcher, Adrian",13,2,14,27,,,,4.0,,,,,1.0,3.0,,,,,,,,,
8,"Gowers, Andrew",11,1,3,14,,,,3.0,,,,,,1.0,,,,,,,,,
32,"Hart, Shaun",14,4,2,16,3,4.0,,4.0,,,,,1.0,1.0,,,,,,,,,
27,"Keating, Clark",3,1,3,6,,,1.0,,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",13,3,1,14,,,,1.0,,,,,,,,,,,,,,,
18,"Lambert, Craig",1,1,3,4,1,,,,,,,,,,,,,,,,,,
44,"Lappin, Nigel",10,1,3,13,,,,,,,,,,1.0,,,,,,,,,
23,"Leppitsch, Justin",13,4,2,15,1,2.0,,,,,,,1.0,1.0,,,,,,,,,
42,"Lynch, Tristan",3,1,1,4,,,,2.0,,,,,,,,,,,,,,,
2,"McAdam, Gilbert",9,1,6,15,,,,4.0,,,,,1.0,2.0,,,,,,,,,
38,"Scott, Dion",5,3,4,9,,,1.0,1.0,,,,,1.0,3.0,,,,,,,,,
3,"Voss, Michael",10,,15,25,,,,6.0,,,,,,4.0,,,,,,,,,
33,"White, Darryl",7,1,3,10,1,1.0,,7.0,,,,,1.0,4.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,34,105,287,9,16.0,26.0,56.0,,,,,24.0,30.0,5.0,,,,,,,,
Opposition,Opposition,168,32,85,253,7,11.0,9.0,34.0,,,,,30.0,24.0,1.0,,,,,,,,
