West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
37,"Barrass, Tom",28y 181d,136 (66-1-69 48.90%),1 (0.01),←,
18,"Chesser, Campbell",20y 345d,18 (3-0-15 16.67%),1 (0.06),←,
28,"Cole, Tom",26y 314d,94 (52-0-42 55.32%),4 (0.04),←,
15,"Cripps, Jamie",31y 349d,232 (121-1-110 52.37%),289 (1.25),216 (113-1-102 52.55%),273 (1.26)
27,"Darling, Jack",31y 298d,281 (152-1-128 54.27%),511 (1.82),←,
14,"Duggan, Liam",27y 117d,162 (79-0-83 48.77%),14 (0.09),←,
16,"Edwards, Luke",22y 54d,29 (6-0-23 20.69%),1 (0.03),←,
7,"Ginbey, Reuben",19y 209d,21 (1-0-20 4.76%),1 (0.05),←,
19,"Hough, Brady",21y 32d,34 (3-0-31 8.82%),,←,
5,"Hunt, Jayden",29y 3d,141 (64-1-76 45.74%),52 (0.37),27 (3-0-24 11.11%),9 (0.33)
40,"Jamieson, Callum",23y 250d,17 (1-0-16 5.88%),,←,
11,"Kelly, Tim",29y 255d,128 (54-0-74 42.19%),77 (0.60),80 (24-0-56 30.00%),29 (0.36)
13,"Long, Noah",19y 227d,23 (3-0-20 13.04%),8 (0.35),←,
41,"Maric, Ryan",19y 213d,13 (2-0-11 15.38%),10 (0.77),←,
20,"McGovern, Jeremy",31y 357d,176 (100-0-76 56.82%),37 (0.21),←,
21,"Petruccelle, Jack",24y 360d,76 (28-0-48 36.84%),63 (0.83),←,
36,"Rawlinson, Loch",18y 310d,1 (0-0-1 0.00%),,←,
9,"Reid, Harley",18y 355d,4 (0-0-4 0.00%),1 (0.25),←,
35,"Rotham, Josh",26y 41d,60 (22-0-38 36.67%),2 (0.03),←,
2,"Waterman, Jake",25y 336d,88 (37-0-51 42.05%),85 (0.97),←,
32,"Williams, Bailey",23y 355d,53 (10-0-43 18.87%),16 (0.30),←,
34,"Williams, Jack",20y 127d,13 (2-0-11 15.38%),7 (0.54),←,
6,"Yeo, Elliot",30y 188d,196 (109-1-86 55.87%),75 (0.38),169 (98-1-70 58.28%),74 (0.44)
Totals,Totals,24y 341d,1996 (915-5-1076 45.84%),1255 (0.63),,
C,"Simpson, Adam",48y 50d,230 (119-1-110 51.96%),,←,
