Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Brown, Gavin",1,1,,1,,1.0,,,,,,,,,,,,,,,,,
5,"Buckley, Nathan",10,3,8,18,2,2.0,,2.0,,,,,2.0,,,,,,,,,,
17,"Burns, Scott",9,4,8,17,,1.0,,4.0,,,,,,,,,,,,,,,
28,"Crosisca, Gavin",11,3,3,14,,,,,,,,,3.0,2.0,,,,,,,,,
39,"Crow, Scott",12,6,4,16,,,,1.0,,,,,2.0,3.0,,,,,,,,,
2,"Francis, Tony",5,2,2,7,,,,2.0,,,,,,3.0,,,,,,,,,
15,"Hassall, Jon",12,6,4,16,,,,5.0,,,,,2.0,,,,,,,,,,
31,"Hotton, Trent",8,8,8,16,1,,4.0,3.0,,,,,1.0,,,,,,,,,,
23,"Kelly, Craig",,,,,,,,,,,,,,,,,,,,,,,
27,"McDonald, Alex",11,4,2,13,1,1.0,,,,,,,,1.0,,,,,,,,,
32,"Orchard, Mark",2,1,7,9,,,,,,,,,,,,,,,,,,,
6,"Patterson, Stephen",10,5,3,13,2,1.0,,4.0,,,,,,3.0,,,,,,,,,
13,"Richardson, Alan",8,6,3,11,,,,3.0,,,,,,,,,,,,,,,
3,"Richardson, Mark",10,5,4,14,,2.0,4.0,2.0,,,,,2.0,2.0,,,,,,,,,
29,"Russell, Scott",4,,5,9,,,,2.0,,,,,,,,,,,,,,,
12,"Schauble, Andrew",5,4,4,9,,,,2.0,,,,,2.0,,,,,,,,,,
18,"Walker, Lee",10,5,4,14,1,2.0,,,,,,,1.0,3.0,,,,,,,,,
14,"Watson, Shane",8,3,5,13,,1.0,,3.0,,,,,2.0,,,,,,,,,,
22,"Wild, Jason",9,1,8,17,,,,2.0,,,,,,,,,,,,,,,
10,"Williams, Paul",21,9,4,25,1,2.0,,,,,,,,,,,,,,,,,
19,"Wright, Graham",9,6,5,14,2,1.0,,,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,175,82,91,266,10,16.0,8.0,35.0,,,,,19.0,18.0,,,,,,,,,
Opposition,Opposition,204,81,134,338,17,12.0,31.0,23.0,,,,,18.0,19.0,6.0,,,,,,,,
