Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
28,"Arnott, Simon",23y 182d,50 (27-1-22 55.00%),29 (0.58),20 (9-0-11 45.00%),14 (0.70)
8,"Burns, Ronnie",26y 155d,84 (45-1-38 54.17%),145 (1.73),←,
51,"Clarke, David",19y 92d,11 (4-0-7 36.36%),6 (0.55),←,
33,"Corrigan, Paul",22y 16d,45 (21-0-24 46.67%),6 (0.13),←,
35,"Finocchiaro, Tim",20y 57d,9 (7-0-2 77.78%),1 (0.11),←,
7,"Graham, Ben",25y 286d,105 (65-0-40 61.90%),22 (0.21),←,
37,"Harley, Tom",21y 28d,8 (5-0-3 62.50%),1 (0.13),7 (4-0-3 57.14%),
3,"Houlihan, Adam",21y 131d,23 (16-0-7 69.57%),23 (1.00),←,
13,"Kilpatrick, Glenn",26y 351d,91 (49-0-42 53.85%),16 (0.18),65 (35-0-30 53.85%),12 (0.18)
1,"King, Steven",20y 266d,61 (31-0-30 50.82%),25 (0.41),←,
21,"Mansfield, Michael",28y 7d,179 (102-1-76 57.26%),99 (0.55),←,
17,"McGrath, Tim",28y 312d,182 (109-1-72 60.16%),16 (0.09),175 (105-1-69 60.29%),16 (0.09)
31,"Mensch, David",27y 1d,116 (72-0-44 62.07%),117 (1.01),←,
39,"Milburn, Darren",22y 122d,44 (18-0-26 40.91%),23 (0.52),←,
23,"Pickering, Liam",30y 340d,124 (75-1-48 60.89%),54 (0.44),102 (66-1-35 65.20%),46 (0.45)
15,"Riccardi, Peter",26y 241d,164 (96-1-67 58.84%),167 (1.02),←,
30,"Scarlett, Matthew",20y 71d,6 (4-0-2 66.67%),1 (0.17),←,
12,"Sholl, Brad",26y 278d,110 (62-1-47 56.82%),37 (0.34),108 (62-1-45 57.87%),37 (0.34)
24,"Simpson, Hamish",23y 210d,15 (6-0-9 40.00%),,←,
4,"Snell, Jason",22y 19d,48 (24-0-24 50.00%),43 (0.90),←,
20,"Steinfort, Carl",22y 136d,43 (22-0-21 51.16%),16 (0.37),←,
26,"Stoneham, Barry",31y 187d,224 (130-2-92 58.48%),207 (0.92),←,
Totals,Totals,24y 159d,1742 (990-9-743 56.83%),1054 (0.61),,
C,"Ayres, Gary",38y 321d,114 (64-1-49 56.58%),,←,
