Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Bain, David",19,3,4,23,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
40,"Davidson, Peter",9,3,4,13,2,,,1.0,,,,,1.0,,,,,,,,,,
5,"Hardie, Brad",14,3,3,17,2,,,1.0,,,,,1.0,1.0,,,,,,,,,
47,"Harris, Bernie",13,4,5,18,3,1.0,,4.0,,,,,3.0,5.0,,,,,,,,,
9,"Ishchenko, Alex",6,6,4,10,,,18.0,,,,,,1.0,1.0,,,,,,,,,
35,"Keane, Gavin",5,3,,5,,,,1.0,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",7,6,6,13,,,,,,,,,,1.0,,,,,,,,,
36,"Kennedy, Michael",1,1,1,2,,,,2.0,,,,,,,,,,,,,,,
17,"Leslie, Martin",14,3,8,22,,,1.0,1.0,,,,,5.0,1.0,,,,,,,,,
7,"McIvor, Scott",20,9,4,24,1,1.0,,2.0,,,,,,3.0,,,,,,,,,
24,"Merrett, Roger",4,3,3,7,2,1.0,,,,,,,1.0,6.0,,,,,,,,,
28,"OBrien, Cameron",10,8,3,13,,,2.0,,,,,,2.0,1.0,,,,,,,,,
31,"OKeeffe, David",10,8,8,18,,,,2.0,,,,,2.0,,,,,,,,,,
3,"Reynoldson, Steve",2,1,,2,1,,,,,,,,1.0,1.0,,,,,,,,,
8,"Richardson, Michael",10,4,8,18,,,,,,,,,1.0,1.0,,,,,,,,,
27,"Roberts, Mark",5,3,1,6,,1.0,,,,,,,1.0,2.0,,,,,,,,,
20,"Sim, Lachlan",4,,2,6,,,,1.0,,,,,,1.0,,,,,,,,,
29,"Taylor, Andrew",1,1,,1,,,,,,,,,,,,,,,,,,,
2,"Williams, Mark",15,2,11,26,,,,3.0,,,,,6.0,,,,,,,,,,
21,"Zanotti, Mark",11,4,5,16,,,,1.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,75,80,260,12,8.0,21.0,20.0,,,,,27.0,24.0,,,,,,,,,
Opposition,Opposition,212,76,168,380,23,13.0,21.0,24.0,,,,,24.0,27.0,6.0,,,,,,,,
