Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Bond, Chris",15,5,4,19,4,,,3.0,,,,,1.0,4.0,,,,,,,,,
32,"Bourke, David",7,2,4,11,,,,,,,,,1.0,,,,,,,,,,
22,"Bower, Nathan",4,3,9,13,,,,1.0,,,,,,,,,,,,,,,
17,"Broderick, Paul",22,4,11,33,1,,,4.0,,,,,1.0,3.0,,,,,,,,,
21,"Bulluss, Paul",7,3,3,10,,,,,,,,,1.0,2.0,,,,,,,,,
9,"Campbell, Wayne",21,4,8,29,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
15,"Charles, Justin",14,5,3,17,1,2.0,12.0,1.0,,,,,5.0,3.0,3.0,,,,,,,,
10,"Daffy, Nick",19,3,1,20,2,3.0,,2.0,,,,,1.0,1.0,,,,,,,,,
18,"Edwards, Stuart",1,1,1,2,,,,,,,,,,,,,,,,,,,
25,"Gale, Brendon",12,11,5,17,1,3.0,2.0,,,,,,2.0,2.0,2.0,,,,,,,,
1,"Gale, Michael",5,2,4,9,,,,,,,,,1.0,2.0,,,,,,,,,
2,"Gaspar, Darren",10,3,2,12,,,,,,,,,,3.0,,,,,,,,,
16,"Holland, Ben",5,4,4,9,,,,2.0,,,,,2.0,1.0,,,,,,,,,
3,"Kellaway, Duncan",8,3,7,15,,,,1.0,,,,,,2.0,,,,,,,,,
8,"Merenda, Mark",14,2,8,22,1,,,,,,,,2.0,,,,,,,,,,
6,"Naish, Chris",11,2,10,21,,2.0,,1.0,,,,,1.0,,,,,,,,,,
7,"Prescott, Ashley",5,2,5,10,,,,3.0,,,,,2.0,2.0,,,,,,,,,
12,"Richardson, Matthew",14,10,2,16,4,3.0,,,,,,,,1.0,1.0,,,,,,,,
4,"Rogers, Matthew",12,6,2,14,,2.0,,3.0,,,,,,2.0,,,,,,,,,
5,"Tape, Jamie",12,5,6,18,,,,1.0,,,,,,3.0,,,,,,,,,
29,"Torney, Jason",,,3,3,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,80,102,320,15,18.0,14.0,23.0,,,,,21.0,32.0,6.0,,,,,,,,
Opposition,Opposition,189,60,96,285,13,12.0,18.0,25.0,,,,,32.0,21.0,,,,,,,,,
