Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
11,"Adams, Taylor",19y 269d,23 (2-0-21 8.70%),9 (0.39),←,
47,"Bruce, Josh",21y 8d,10 (0-0-10 0.00%),3 (0.30),←,
18,"Cameron, Jeremy",20y 76d,28 (2-0-26 7.14%),62 (2.21),←,
3,"Coniglio, Stephen",19y 183d,24 (2-0-22 8.33%),6 (0.25),←,
35,"Corr, Aidan",19y 30d,7 (0-0-7 0.00%),,←,
26,"Giles, Jonathan",25y 159d,32 (2-0-30 6.25%),24 (0.75),←,
4,"Greene, Toby",19y 264d,30 (2-0-28 6.67%),10 (0.33),←,
2,"Hampton, Curtly",20y 98d,25 (1-0-24 4.00%),7 (0.28),←,
33,"Hoskin-Elliott, Will",19y 287d,14 (1-0-13 7.14%),10 (0.71),←,
40,"Kennedy, Adam",20y 339d,26 (2-0-24 7.69%),,←,
39,"Mohr, Tim",24y 240d,25 (1-0-24 4.00%),1 (0.04),←,
30,"Plowman, Lachie",18y 278d,6 (0-0-6 0.00%),1 (0.17),←,
23,"Reid, Sam",23y 221d,22 (6-0-16 27.27%),2 (0.09),12 (0-0-12 0.00%),1 (0.08)
9,"Scully, Tom",22y 32d,62 (15-1-46 25.00%),18 (0.29),31 (2-0-29 6.45%),12 (0.39)
5,"Shiel, Dylan",20y 99d,24 (1-0-23 4.17%),10 (0.42),←,
10,"Smith, Devon",20y 27d,31 (2-0-29 6.45%),18 (0.58),←,
20,"Tomlinson, Adam",19y 310d,17 (0-0-17 0.00%),4 (0.24),←,
31,"Townsend, Jacob",19y 361d,17 (2-0-15 11.76%),2 (0.12),←,
17,"Treloar, Adam",20y 99d,29 (2-0-27 6.90%),20 (0.69),←,
8,"Ward, Callan",23y 67d,92 (34-0-58 36.96%),48 (0.52),32 (2-0-30 6.25%),15 (0.47)
6,"Whitfield, Lachie",18y 333d,11 (0-0-11 0.00%),3 (0.27),←,
51,"Williams, Zac",18y 269d,4 (0-0-4 0.00%),1 (0.25),←,
Totals,Totals,20y 267d,559 (77-1-481 13.77%),259 (0.46),,
C,"Sheedy, Kevin",65y 174d,668 (388-6-274 58.53%),,34 (2-0-32 5.88%),
