Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Acres, Blake",14,7,7,21,1,,,4.0,,6.0,1.0,1.0,,,,5.0,15.0,1.0,,3.0,,,84.0
11,"Aish, James",9,4,2,11,,,,,1.0,1.0,,2.0,,,,2.0,9.0,,,,,,76.0
41 ↑,"Banfield, Bailey",,,,,,,,,,,,,,,,,,,,,,,18.0
8,"Brayshaw, Andrew",16,5,11,27,,1.0,,8.0,,4.0,7.0,3.0,4.0,2.0,,11.0,15.0,,,1.0,,1.0,72.0
17,"Brodie, Will",12,2,15,27,1,,,2.0,1.0,3.0,5.0,3.0,,1.0,,11.0,17.0,1.0,,1.0,,,74.0
6,"Clark, Jordan",16,9,6,22,,,,1.0,2.0,5.0,,1.0,1.0,,,5.0,17.0,,,2.0,1.0,1.0,90.0
33,"Colyer, Travis",10,3,4,14,,,,1.0,1.0,2.0,,,1.0,,,4.0,9.0,,1.0,,,1.0,85.0
36,"Cox, Brennan",13,12,4,17,,,,1.0,3.0,2.0,,3.0,,3.0,,4.0,13.0,4.0,,5.0,,,89.0
4 ↓,"Darcy, Sean",6,6,6,12,1,1.0,24.0,3.0,,3.0,3.0,4.0,,3.0,,7.0,4.0,2.0,2.0,1.0,,1.0,63.0
32,"Frederick, Michael",1,1,1,2,,,,2.0,,2.0,,6.0,1.0,5.0,,1.0,3.0,,,1.0,,,85.0
37,"Lobb, Rory",7,5,7,14,3,1.0,26.0,,,1.0,,3.0,1.0,1.0,2.0,8.0,7.0,3.0,4.0,6.0,,2.0,96.0
2,"Logue, Griffin",9,8,3,12,,,,,3.0,,,,,,,4.0,8.0,2.0,,12.0,,,86.0
16,"Mundy, David",10,3,12,22,,,,5.0,1.0,3.0,7.0,,1.0,,,13.0,10.0,,,2.0,,,71.0
30,"ODriscoll, Nathan",9,5,4,13,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,12.0,,,2.0,2.0,,70.0
25,"Pearce, Alex",4,2,5,9,,,,1.0,1.0,1.0,,2.0,,1.0,1.0,4.0,5.0,,,1.0,,,91.0
13,"Ryan, Luke",21,10,2,23,,,,,9.0,1.0,,2.0,1.0,,,3.0,13.0,1.0,,6.0,,,84.0
5,"Schultz, Lachie",12,11,4,16,3,3.0,,5.0,1.0,2.0,,1.0,2.0,,,3.0,14.0,,3.0,,,1.0,86.0
3,"Serong, Caleb",12,3,13,25,,,,1.0,3.0,4.0,4.0,5.0,,3.0,,9.0,16.0,,,,,,73.0
39,"Switkowski, Sam",7,2,12,19,2,2.0,,2.0,,4.0,2.0,2.0,1.0,1.0,,11.0,7.0,,1.0,1.0,,1.0,75.0
20,"Taberner, Matthew",9,3,2,11,1,,,1.0,,4.0,,,3.0,,,5.0,5.0,,,,,1.0,93.0
18,"Tucker, Darcy",8,5,6,14,,,,,,4.0,1.0,2.0,,1.0,,6.0,8.0,1.0,,1.0,,,72.0
31,"Walker, Brandon",11,3,6,17,,,,2.0,2.0,1.0,,1.0,1.0,,,5.0,12.0,,,4.0,,,84.0
10,"Walters, Michael",5,2,5,10,2,,,5.0,,2.0,3.0,2.0,3.0,2.0,,7.0,6.0,,,2.0,,1.0,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,111,137,358,14,13.0,50.0,45.0,29.0,56.0,33.0,44.0,21.0,23.0,3.0,128.0,225.0,15.0,11.0,51.0,3.0,10.0,
Opposition,Opposition,216,110,165,381,9,8.0,18.0,56.0,41.0,38.0,36.0,52.0,23.0,21.0,3.0,129.0,252.0,12.0,7.0,65.0,7.0,6.0,
