Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",25y 41d,119 (48-3-68 41.60%),300 (2.52),←,
3,"Coniglio, Stephen",24y 148d,103 (45-1-57 44.17%),46 (0.45),←,
35,"Corr, Aidan",23y 360d,67 (28-3-36 44.03%),1 (0.01),←,
13,"Cumming, Isaac",19y 274d,1 (0-0-1 0.00%),,←,
1,"Davis, Phil",27y 255d,129 (59-3-67 46.90%),6 (0.05),111 (48-3-60 44.59%),5 (0.05)
24,"de Boer, Matt",28y 63d,161 (91-4-66 57.76%),61 (0.38),23 (13-3-7 63.04%),13 (0.57)
31,"Finlayson, Jeremy",22y 92d,9 (4-2-3 55.56%),2 (0.22),←,
32,"Griffen, Ryan",31y 289d,246 (123-2-121 50.41%),152 (0.62),44 (26-1-17 60.23%),22 (0.50)
19,"Haynes, Nick",25y 359d,89 (40-3-46 46.63%),8 (0.09),←,
27,"Himmelberg, Harry",22y 4d,24 (16-1-7 68.75%),13 (0.54),←,
2,"Hopper, Jacob",21y 95d,29 (18-1-10 63.79%),12 (0.41),←,
25,"Keeffe, Lachlan",28y 28d,42 (25-0-17 59.52%),7 (0.17),2 (0-0-2 0.00%),
17,"Langdon, Zac",22y 180d,5 (3-0-2 60.00%),5 (1.00),←,
38,"Lloyd, Daniel",26y 83d,15 (9-3-3 70.00%),11 (0.73),←,
37,"Lobb, Rory",25y 92d,59 (33-2-24 57.63%),54 (0.92),←,
50,"Reid, Sam",28y 186d,51 (26-3-22 53.92%),21 (0.41),41 (20-3-18 52.44%),20 (0.49)
23,"Shaw, Heath",32y 166d,270 (163-5-102 61.30%),39 (0.14),97 (53-3-41 56.19%),2 (0.02)
5,"Shiel, Dylan",25y 64d,120 (50-3-67 42.92%),60 (0.50),←,
14,"Taranto, Tim",20y 104d,22 (14-1-7 65.91%),9 (0.41),←,
20,"Tomlinson, Adam",24y 275d,99 (36-3-60 37.88%),22 (0.22),←,
8,"Ward, Callan",28y 32d,200 (87-3-110 44.25%),101 (0.50),140 (55-3-82 40.36%),68 (0.49)
6,"Whitfield, Lachie",23y 298d,98 (42-3-53 44.39%),45 (0.46),←,
Totals,Totals,25y 125d,1958 (960-49-949 49.03%),975 (0.50),,
C,"Cameron, Leon",45y 252d,101 (53-3-45 53.96%),,←,
