Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"AhMat, Matthew",2,1,2,4,,,,,,,,,1.0,,,,,,,,,,
10,"Ashcroft, Marcus",9,2,3,12,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
22,"Bain, David",19,7,14,33,,,,,,,,,2.0,,2.0,,,,,,,,
25,"Campbell, Matthew",7,2,7,14,,,,1.0,,,,,,3.0,,,,,,,,,
1,"Champion, Richard",12,4,10,22,,,4.0,2.0,,,,,3.0,1.0,,,,,,,,,
4,"Gastev, John",7,6,10,17,,,,2.0,,,,,1.0,3.0,,,,,,,,,
34,"Green, Ashley",8,1,,8,,,1.0,,,,,,3.0,1.0,,,,,,,,,
32,"Hart, Shaun",19,4,11,30,1,,,,,,,,1.0,,,,,,,,,,
11,"Hutton, John",12,3,1,13,2,2.0,1.0,,,,,,5.0,3.0,,,,,,,,,
41,"Kennedy, Matthew",7,6,3,10,,,1.0,,,,,,,,,,,,,,,,
17,"Leslie, Martin",10,7,7,17,,,,2.0,,,,,,1.0,,,,,,,,,
40,"McLuckie, Steven",18,7,6,24,2,,,2.0,,,,,3.0,1.0,,,,,,,,,
24,"Merrett, Roger",8,3,11,19,1,,14.0,1.0,,,,,3.0,1.0,,,,,,,,,
26,"Noonan, Danny",11,5,6,17,1,1.0,,3.0,,,,,1.0,3.0,,,,,,,,,
44,"Palfreyman, Nigel",7,,1,8,1,2.0,,,,,,,,,,,,,,,,,
6,"Retzlaff, Brendon",10,4,6,16,,,1.0,3.0,,,,,1.0,1.0,,,,,,,,,
29,"Wearne, David",7,1,3,10,,,,1.0,,,,,2.0,1.0,,,,,,,,,
33,"White, Darryl",4,,4,8,1,,13.0,3.0,,,,,,,,,,,,,,,
28,"Windsor, Ray",17,5,4,21,2,1.0,,1.0,,,,,5.0,1.0,,,,,,,,,
18,"Worsfold, Peter",7,3,4,11,,,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,71,113,314,11,8.0,35.0,24.0,,,,,32.0,22.0,2.0,,,,,,,,
Opposition,Opposition,208,61,157,365,19,20.0,39.0,26.0,,,,,22.0,32.0,4.0,,,,,,,,
