Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Banks, Denis",31y 21d,148 (86-1-61 58.45%),104 (0.70),←,
17,"Barwick, Doug",28y 151d,126 (67-1-58 53.57%),190 (1.51),50 (32-1-17 65.00%),62 (1.24)
26,"Brown, Gavin",22y 285d,69 (38-1-30 55.80%),42 (0.61),←,
21,"Christian, Michael",25y 320d,67 (35-1-31 52.99%),9 (0.13),←,
35,"Daicos, Peter",28y 290d,195 (112-2-81 57.95%),371 (1.90),←,
2,"Francis, Tony",21y 97d,6 (5-0-1 83.33%),4 (0.67),←,
3,"Gayfer, Michael",24y 324d,79 (46-0-33 58.23%),1 (0.01),←,
23,"Kelly, Craig",24y 21d,28 (16-0-12 57.14%),17 (0.61),←,
30,"Manson, James",23y 247d,76 (43-1-32 57.24%),65 (0.86),←,
34,"McGuane, Mick",22y 190d,53 (32-1-20 61.32%),21 (0.40),←,
5,"McKeown, Ron",23y 58d,75 (41-1-33 55.33%),57 (0.76),←,
42,"Millane, Darren",24y 332d,117 (65-1-51 55.98%),62 (0.53),←,
1,"Monkhorst, Damian",20y 320d,28 (19-0-9 67.86%),1 (0.04),←,
7,"Morwood, Shane",28y 218d,150 (89-1-60 59.67%),81 (0.54),133 (80-1-52 60.53%),68 (0.51)
13,"Richardson, Alan",25y 51d,15 (10-0-5 66.67%),5 (0.33),←,
29,"Russell, Scott",20y 61d,14 (11-0-3 78.57%),7 (0.50),←,
22,"Shaw, Tony",29y 349d,234 (132-1-101 56.62%),138 (0.59),←,
6,"Tuddenham, Paul",22y 296d,31 (19-0-12 61.29%),27 (0.87),←,
24,"Turner, Jamie",27y 329d,115 (64-1-50 56.09%),21 (0.18),←,
19,"Wright, Graham",22y 31d,51 (33-1-17 65.69%),60 (1.18),←,
Totals,Totals,24y 346d,1677 (963-14-700 57.42%),1283 (0.77),,
C,"Matthews, Leigh",38y 128d,102 (58-1-43 57.35%),,←,
