Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Berry, Sam",6,2,6,12,,1.0,,9.0,2.0,3.0,5.0,2.0,4.0,1.0,,7.0,6.0,,,1.0,,,71.0
35,"Borlase, James",8,6,5,13,1,1.0,4.0,4.0,,1.0,1.0,,1.0,,,6.0,7.0,2.0,2.0,2.0,,,86.0
21,"Burgess, Chris",3,1,1,4,,,8.0,2.0,,1.0,,1.0,1.0,,,1.0,4.0,,,1.0,,,77.0
41,"Butts, Jordon",10,9,4,14,,,,1.0,2.0,1.0,,2.0,2.0,1.0,,5.0,10.0,1.0,,3.0,,,94.0
12,"Dawson, Jordan",15,5,17,32,,,,8.0,1.0,4.0,4.0,7.0,1.0,1.0,3.0,8.0,24.0,1.0,,1.0,1.0,2.0,88.0
31,"Dowling, Billy",13,9,4,17,1,,,2.0,,4.0,2.0,2.0,1.0,,,3.0,14.0,,1.0,,,,69.0
32,"Fogarty, Darcy",9,8,5,14,3,2.0,,2.0,,3.0,,3.0,1.0,1.0,,4.0,9.0,2.0,4.0,,,,92.0
17,"Hamill, Will",10,7,5,15,,,,4.0,4.0,,,2.0,1.0,1.0,,3.0,12.0,1.0,,1.0,,,75.0
20,"Hinge, Mitch",13,2,9,22,,1.0,,,5.0,4.0,,2.0,,,,5.0,14.0,,,,1.0,1.0,76.0
1,"Jones, Chayce",8,1,6,14,,,,3.0,2.0,3.0,2.0,4.0,1.0,2.0,,10.0,5.0,,,2.0,,,88.0
48,"Keane, Mark",14,4,2,16,,,,2.0,3.0,1.0,1.0,3.0,2.0,2.0,,4.0,10.0,,,12.0,,,100.0
2,"Keays, Ben",3,2,11,14,,,,,,2.0,1.0,2.0,1.0,1.0,,10.0,5.0,1.0,,1.0,,,89.0
29,"Laird, Rory",10,2,18,28,,,,5.0,,2.0,7.0,5.0,1.0,1.0,,11.0,18.0,,,1.0,,,82.0
25 ↑,"McHenry, Ned",2,,6,8,,,,,,,1.0,2.0,1.0,1.0,,4.0,4.0,,,,,1.0,26.0
16,"Michalanney, Max",16,11,9,25,,,,2.0,5.0,1.0,1.0,2.0,1.0,,,6.0,18.0,,,1.0,,,85.0
4,"Murphy, Lachlan",7,5,4,11,1,1.0,,,,2.0,,2.0,2.0,1.0,,3.0,8.0,,1.0,,,,66.0
27,"Nankervis, Luke",17,11,11,28,,,,1.0,2.0,3.0,,2.0,1.0,,,10.0,19.0,1.0,,2.0,,,84.0
8,"Rachele, Josh",10,7,2,12,2,,,1.0,,5.0,,1.0,1.0,,,4.0,8.0,,3.0,,,2.0,76.0
26,"Schoenberg, Harry",4,1,8,12,1,,,,,1.0,1.0,,1.0,,,4.0,7.0,,,,,,68.0
38,"Sholl, Lachlan",16,7,7,23,,1.0,,3.0,6.0,,1.0,2.0,,,,7.0,17.0,,,,,,94.0
33,"Smith, Brodie",11,4,9,20,,1.0,,2.0,4.0,2.0,,2.0,,2.0,,3.0,16.0,,,,,,86.0
14,"Soligo, Jake",11,5,9,20,,1.0,,4.0,2.0,3.0,3.0,4.0,,2.0,,8.0,13.0,,,,1.0,1.0,73.0
45 ↓,"Strachan, Kieran",6,4,4,10,1,,13.0,,1.0,,2.0,1.0,3.0,,,7.0,4.0,1.0,1.0,1.0,,,57.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,113,162,384,10,11.0,25.0,55.0,39.0,46.0,32.0,53.0,27.0,17.0,3.0,133.0,252.0,10.0,12.0,29.0,3.0,7.0,
Opposition,Opposition,211,94,125,336,12,7.0,57.0,61.0,34.0,52.0,37.0,67.0,17.0,27.0,3.0,130.0,207.0,9.0,8.0,59.0,11.0,7.0,
