Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",24y 23d,135 (78-2-55 58.52%),178 (1.32),←,
3,"Bartel, Jimmy",24y 185d,119 (72-2-45 61.34%),69 (0.58),←,
24,"Blake, Mark",22y 271d,44 (32-0-12 72.73%),5 (0.11),←,
17,"Byrnes, Shannon",24y 60d,50 (35-0-15 70.00%),23 (0.46),←,
35,"Chapman, Paul",26y 214d,145 (81-2-62 56.55%),183 (1.26),←,
11,"Corey, Joel",26y 110d,162 (92-2-68 57.41%),52 (0.32),←,
44,"Enright, Corey",26y 266d,136 (74-2-60 55.15%),41 (0.30),←,
2,"Harley, Tom",29y 324d,170 (99-3-68 59.12%),10 (0.06),169 (98-3-68 58.88%),9 (0.05)
20,"Johnson, Steve",24y 338d,98 (60-2-36 62.24%),182 (1.86),←,
9,"Kelly, James",24y 160d,119 (68-1-50 57.56%),56 (0.47),←,
45,"Ling, Cameron",27y 100d,170 (99-3-68 59.12%),98 (0.58),←,
13,"Lonergan, Tom",24y 20d,9 (4-1-4 50.00%),10 (1.11),←,
4,"Mackie, Andrew",23y 304d,69 (49-0-20 71.01%),44 (0.64),←,
39,"Milburn, Darren",31y 52d,224 (122-1-101 54.69%),85 (0.38),←,
21,"Mooney, Cameron",28y 254d,154 (93-1-60 60.71%),177 (1.15),143 (83-1-59 58.39%),175 (1.22)
6,"Ottens, Brad",28y 133d,190 (93-1-96 49.21%),223 (1.17),61 (40-1-20 66.39%),71 (1.16)
32,"Prismall, Brent",21y 328d,15 (8-1-6 56.67%),7 (0.47),←,
33,"Rooke, Max",26y 170d,99 (53-2-44 54.55%),23 (0.23),←,
30,"Scarlett, Matthew",29y 1d,195 (112-2-81 57.95%),16 (0.08),←,
27,"Stokes, Mathew",23y 197d,40 (32-0-8 80.00%),60 (1.50),←,
5,"Varcoe, Travis",20y 57d,21 (18-0-3 85.71%),19 (0.90),←,
40,"Wojcinski, David",27y 262d,128 (75-2-51 59.38%),44 (0.34),←,
Totals,Totals,25y 274d,2492 (1449-30-1013 58.15%),1605 (0.64),,
C,"Thompson, Mark",44y 200d,196 (109-3-84 56.38%),,←,
