Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",11,5,6,17,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,7.0,11.0,,,4.0,,,100.0
12,"Akermanis, Jason",10,2,5,15,2,,,2.0,3.0,6.0,3.0,,,,,4.0,11.0,,,,4.0,1.0,97.0
20,"Black, Simon",11,3,7,18,,,,,1.0,6.0,2.0,,1.0,,,7.0,11.0,,,,,1.0,50.0
16,"Brown, Jonathan",13,14,7,20,8,2.0,,,,1.0,,,,,3.0,10.0,10.0,7.0,10.0,2.0,,1.0,80.0
30,"Copeland, Robert",6,4,3,9,,,,2.0,4.0,,1.0,3.0,1.0,2.0,,3.0,6.0,,,3.0,,,100.0
2,"Johnson, Chris",10,7,7,17,,,,5.0,6.0,1.0,1.0,3.0,,1.0,,4.0,13.0,,,5.0,1.0,,100.0
27,"Keating, Clark",2,,7,9,1,,21.0,1.0,,,5.0,1.0,2.0,1.0,,8.0,1.0,,,2.0,,,58.0
44,"Lappin, Nigel",20,6,9,29,,,,5.0,2.0,9.0,11.0,5.0,1.0,,2.0,15.0,15.0,,,2.0,,1.0,92.0
23,"Leppitsch, Justin",11,10,4,15,,,,,6.0,1.0,2.0,1.0,2.0,,,6.0,11.0,2.0,,3.0,4.0,,100.0
26,"Macdonald, Joel",11,8,4,15,,,,,2.0,1.0,,2.0,,1.0,,1.0,14.0,,,1.0,,1.0,100.0
25,"McLaren, Dylan",3,1,1,4,1,,12.0,3.0,,,,1.0,,,,3.0,,1.0,,1.0,,,42.0
15,"Michael, Mal",10,7,3,13,,,2.0,1.0,6.0,,,1.0,,1.0,,6.0,5.0,2.0,,5.0,,,100.0
10,"Moody, Matthew",7,9,5,12,,,,2.0,,2.0,,,1.0,,,1.0,11.0,,,3.0,1.0,,76.0
8,"Notting, Tim",11,6,6,17,1,1.0,,3.0,3.0,5.0,1.0,3.0,,,,4.0,13.0,,2.0,1.0,,,100.0
13,"Pike, Martin",10,6,9,19,,,,1.0,2.0,6.0,1.0,,,,,7.0,11.0,,,,,,60.0
6,"Power, Luke",17,4,5,22,2,,,2.0,1.0,5.0,1.0,2.0,,,1.0,11.0,10.0,,,1.0,,3.0,99.0
35,"Rischitelli, Michael",2,,1,3,,,,3.0,,,,,,,,2.0,1.0,,,1.0,,,52.0
5,"Scott, Brad",5,3,9,14,,,,,,3.0,1.0,4.0,,1.0,,4.0,10.0,,,1.0,1.0,,90.0
22,"Scott, Chris",14,10,3,17,3,,,1.0,,4.0,,4.0,,1.0,,1.0,15.0,,4.0,1.0,,2.0,100.0
29,"Sherman, Justin",11,7,8,19,2,,,2.0,,3.0,3.0,4.0,1.0,1.0,,6.0,13.0,,1.0,1.0,,,100.0
24,"Spaanderman, Llane",1,,,1,,,,1.0,,,,,,,,,1.0,,,2.0,,1.0,33.0
3,"Voss, Michael",8,5,5,13,1,,,1.0,,4.0,,4.0,,2.0,,4.0,9.0,,1.0,,1.0,2.0,74.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,7.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,117,114,318,21,10.0,35.0,36.0,37.0,59.0,35.0,39.0,10.0,12.0,6.0,114.0,202.0,12.0,18.0,39.0,12.0,13.0,
Opposition,Opposition,202,93,113,315,12,16.0,27.0,37.0,40.0,50.0,38.0,35.0,12.0,10.0,,117.0,195.0,2.0,10.0,41.0,3.0,5.0,
