Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
5,"Boyd, Matthew",27y 309d,152 (77-2-73 51.32%),53 (0.35),←,
17,"Cooney, Adam",24y 275d,149 (78-2-69 53.02%),134 (0.90),←,
4,"Cross, Daniel",27y 94d,147 (73-3-71 50.68%),25 (0.17),←,
13,"Giansiracusa, Daniel",28y 113d,182 (84-4-94 47.25%),188 (1.03),←,
9,"Gilbee, Lindsay",28y 359d,178 (90-2-86 51.12%),105 (0.59),←,
1,"Grant, Jarrad",20y 361d,11 (6-0-5 54.55%),11 (1.00),←,
16,"Griffen, Ryan",23y 340d,110 (63-1-46 57.73%),61 (0.55),←,
8,"Hahn, Mitch",29y 53d,176 (86-2-88 49.43%),161 (0.91),←,
28,"Hall, Barry",33y 144d,264 (134-3-127 51.33%),659 (2.50),14 (8-0-6 57.14%),48 (3.43)
40,"Harbrow, Jarrod",21y 349d,62 (35-1-26 57.26%),21 (0.34),←,
25,"Hargrave, Ryan",28y 341d,175 (84-4-87 49.14%),35 (0.20),←,
7,"Higgins, Shaun",22y 120d,63 (34-1-28 54.76%),74 (1.17),←,
15,"Hudson, Ben",31y 128d,116 (71-1-44 61.64%),12 (0.10),61 (39-1-21 64.75%),6 (0.10)
6,"Johnson, Brad",33y 349d,354 (171-7-176 49.29%),552 (1.56),←,
36,"Lake, Brian",28y 125d,161 (78-2-81 49.07%),22 (0.14),←,
27,"Minson, Will",25y 82d,102 (60-1-41 59.31%),56 (0.55),←,
38,"Morris, Dale",27y 185d,125 (73-2-50 59.20%),2 (0.02),←,
2,"Murphy, Robert",28y 23d,178 (80-4-94 46.07%),143 (0.80),←,
42,"Picken, Liam",23y 335d,32 (20-0-12 62.50%),12 (0.38),←,
11,"Reid, Sam",20y 237d,6 (4-0-2 66.67%),1 (0.17),←,
14,"Ward, Callan",20y 83d,29 (18-0-11 62.07%),20 (0.69),←,
29,"Wood, Easton",20y 301d,5 (3-0-2 60.00%),,←,
Totals,Totals,26y 98d,2777 (1422-42-1313 51.21%),2347 (0.85),,
C,"Eade, Rodney",52y 89d,284 (155-4-125 55.28%),,132 (74-2-56 56.82%),
