Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
31,"Alvey, Mark",22y 75d,40 (19-1-20 48.75%),23 (0.57),←,
11,"Bandy, Daniel",26y 279d,126 (41-1-84 32.94%),110 (0.87),21 (8-1-12 40.48%),30 (1.43)
40,"Birss, Shane",19y 166d,18 (8-1-9 47.22%),7 (0.39),←,
17,"Brown, Nathan",24y 195d,114 (60-2-52 53.51%),144 (1.26),←,
16,"Croft, Matthew",29y 179d,167 (91-4-72 55.69%),53 (0.32),←,
14,"Darcy, Luke",27y 43d,154 (79-3-72 52.27%),114 (0.74),←,
28,"Dimattina, Paul",27y 275d,109 (59-1-49 54.59%),48 (0.44),←,
10,"Eagleton, Nathan",23y 287d,111 (54-3-54 50.00%),88 (0.79),55 (28-1-26 51.82%),43 (0.78)
4,"Garlick, Simon",27y 136d,153 (81-2-70 53.59%),117 (0.76),109 (57-2-50 53.21%),90 (0.83)
13,"Giansiracusa, Daniel",20y 166d,33 (13-1-19 40.91%),32 (0.97),←,
9,"Gilbee, Lindsay",21y 47d,24 (12-0-12 50.00%),9 (0.38),←,
3,"Grant, Chris",29y 254d,272 (141-5-126 52.76%),496 (1.82),←,
8,"Hahn, Mitch",21y 106d,28 (15-0-13 53.57%),3 (0.11),←,
33,"Hargrave, Ryan",21y 29d,18 (8-1-9 47.22%),4 (0.22),←,
6,"Johnson, Brad",26y 37d,188 (95-4-89 51.60%),226 (1.20),←,
35,"Kretiuk, Steven",30y 51d,155 (87-3-65 57.10%),11 (0.07),←,
36,"Lake, Brian",20y 178d,1 (0-0-1 0.00%),,←,
23,"McMahon, Jordan",19y 89d,18 (5-1-12 30.56%),12 (0.67),←,
2,"Murphy, Robert",20y 76d,37 (17-1-19 47.30%),8 (0.22),←,
27,"Penny, Luke",21y 197d,35 (15-0-20 42.86%),5 (0.14),←,
15,"Power, Sam",19y 53d,5 (2-0-3 40.00%),2 (0.40),←,
5,"Smith, Rohan",29y 85d,212 (110-4-98 52.83%),204 (0.96),←,
Totals,Totals,24y 4d,2018 (1012-38-968 50.15%),1716 (0.85),,
C,"Wallace, Terry",43y 254d,148 (79-2-67 54.05%),,←,
