Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
47,"Ambrose, Patrick",7,5,6,13,1,1.0,,3.0,,2.0,,,1.0,,,8.0,5.0,2.0,,,,,92.0
12,"Baguley, Mark",15,7,5,20,,,,1.0,2.0,2.0,,3.0,,,,8.0,12.0,2.0,,,,,93.0
2,"Bellchambers, Tom",7,5,4,11,,3.0,14.0,3.0,1.0,,2.0,,1.0,,,7.0,4.0,2.0,2.0,1.0,,1.0,87.0
22,"Carlisle, Jake",12,5,4,16,,,,2.0,,4.0,,2.0,1.0,1.0,,5.0,11.0,1.0,1.0,4.0,,,91.0
3,"Chapman, Paul",8,3,10,18,1,,,2.0,,3.0,1.0,2.0,,1.0,,8.0,9.0,1.0,1.0,2.0,1.0,,84.0
6,"Daniher, Joe",6,5,5,11,1,2.0,,,,,,2.0,,1.0,,3.0,9.0,,3.0,3.0,,2.0,77.0
15,"Dempsey, Courtenay",10,4,9,19,,1.0,,3.0,1.0,2.0,,3.0,,2.0,,4.0,14.0,,,2.0,,,85.0
9,"Goddard, Brendon",20,10,11,31,1,2.0,3.0,8.0,1.0,5.0,4.0,,2.0,,,10.0,21.0,1.0,1.0,1.0,,,90.0
21,"Heppell, Dyson",11,5,11,22,,,,9.0,,4.0,4.0,3.0,2.0,2.0,,17.0,8.0,1.0,,6.0,1.0,1.0,86.0
1,"Hibberd, Michael",18,6,6,24,,,,3.0,5.0,5.0,,5.0,1.0,1.0,,5.0,17.0,,,2.0,,,81.0
39,"Hocking, Heath",8,2,9,17,,,,14.0,,5.0,3.0,3.0,1.0,2.0,,9.0,8.0,1.0,,2.0,1.0,,80.0
26,"Hooker, Cale",9,9,7,16,,,,2.0,,2.0,,,,,,5.0,13.0,1.0,,5.0,1.0,,91.0
40,"Howlett, Ben",7,4,10,17,,,,10.0,1.0,1.0,3.0,3.0,,1.0,,6.0,10.0,,,1.0,,1.0,76.0
18,"Hurley, Michael",10,4,6,16,,,,1.0,1.0,1.0,,2.0,3.0,,,6.0,12.0,,,7.0,,,89.0
28 ↑,"Kavanagh, Elliott",3,,1,4,,,,2.0,,1.0,2.0,,,,,3.0,2.0,,,,,,22.0
17 ↓,"Melksham, Jake",8,2,9,17,,,,1.0,2.0,5.0,3.0,4.0,,,,7.0,10.0,,1.0,,,,66.0
27,"Merrett, Zach",11,2,3,14,1,,,4.0,1.0,8.0,3.0,4.0,1.0,,,7.0,6.0,,,1.0,,1.0,86.0
23,"Myers, David",9,3,11,20,,1.0,4.0,4.0,2.0,2.0,4.0,1.0,,,,8.0,13.0,1.0,,4.0,,,87.0
30,"Ryder, Paddy",7,3,5,12,1,,16.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,,7.0,5.0,,2.0,5.0,,1.0,84.0
5,"Stanton, Brent",10,3,3,13,,1.0,,6.0,2.0,3.0,2.0,1.0,1.0,1.0,,2.0,9.0,,,1.0,,1.0,82.0
8,"Winderlich, Jason",3,3,4,7,,1.0,,3.0,,1.0,,,,,,3.0,4.0,,2.0,1.0,,1.0,87.0
11,"Zaharakis, David",23,5,8,31,4,1.0,,1.0,1.0,9.0,5.0,1.0,,1.0,2.0,13.0,18.0,1.0,,,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,95,147,369,10,17.0,37.0,83.0,21.0,69.0,40.0,41.0,15.0,14.0,2.0,151.0,220.0,14.0,13.0,48.0,4.0,9.0,
Opposition,Opposition,208,111,144,352,12,6.0,48.0,74.0,53.0,36.0,26.0,38.0,14.0,15.0,4.0,119.0,225.0,12.0,12.0,59.0,11.0,7.0,
