Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Banfield, Bailey",14,6,8,22,,,,2.0,3.0,4.0,6.0,5.0,2.0,2.0,,8.0,13.0,,,3.0,,,87.0
5,"Cerra, Adam",8,1,5,13,1,,,7.0,1.0,,1.0,1.0,1.0,,,6.0,7.0,,,5.0,,,66.0
36,"Cox, Brennan",3,1,4,7,,,,,,1.0,,2.0,,1.0,,3.0,4.0,,,3.0,,,91.0
44,"Duman, Taylin",12,4,4,16,,,,3.0,3.0,,,,2.0,,,6.0,11.0,,,4.0,,,86.0
42,"Giro, Stefan",6,1,7,13,,,,5.0,,1.0,,6.0,2.0,1.0,,6.0,9.0,,,,,,77.0
21,"Hamling, Joel",8,6,7,15,,,,,6.0,,,,2.0,,,6.0,8.0,,,6.0,,,95.0
9,"Hill, Bradley",14,6,3,17,,,,3.0,3.0,6.0,,1.0,,1.0,,,17.0,,,1.0,,1.0,83.0
15,"Hughes, Ethan",7,4,6,13,,,,,5.0,,,1.0,1.0,,,3.0,11.0,,,3.0,,,76.0
37,"Johnson, Michael",8,5,7,15,2,,4.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,,10.0,7.0,1.0,,3.0,,2.0,87.0
40,"Jones, Scott",2,1,3,5,,,17.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,3.0,,,6.0,,,81.0
26,"Langdon, Ed",3,,4,7,,,,2.0,,1.0,1.0,3.0,,2.0,,4.0,3.0,,,2.0,,,83.0
3,"Matera, Brandon",13,4,3,16,1,,,3.0,2.0,1.0,1.0,7.0,2.0,1.0,,11.0,8.0,,2.0,2.0,,,75.0
23,"McCarthy, Cam",4,2,5,9,1,,,1.0,,1.0,,1.0,,1.0,,5.0,4.0,,1.0,1.0,,,74.0
16,"Mundy, David",7,3,8,15,1,,,2.0,1.0,4.0,4.0,2.0,1.0,1.0,,8.0,6.0,1.0,1.0,4.0,,1.0,89.0
27,"Neale, Lachie",12,3,18,30,1,,,5.0,5.0,3.0,6.0,3.0,,2.0,,12.0,18.0,,1.0,,,,79.0
25,"Pearce, Alex",3,2,8,11,,,,,2.0,,,2.0,1.0,2.0,,9.0,2.0,1.0,,5.0,,,94.0
38,"Ryan, Luke",4,3,11,15,,,,1.0,1.0,,,2.0,1.0,1.0,,7.0,8.0,,,3.0,,,81.0
11,"Sheridan, Tom",7,1,8,15,,,,1.0,1.0,4.0,2.0,1.0,2.0,1.0,,7.0,7.0,,,1.0,,1.0,61.0
33,"Sutcliffe, Cam",7,7,6,13,1,,,2.0,,1.0,,2.0,,,,4.0,9.0,1.0,3.0,1.0,,,84.0
18,"Tucker, Darcy",3,2,10,13,,,,7.0,1.0,,,2.0,1.0,1.0,,7.0,8.0,,,,,,83.0
10,"Walters, Michael",11,3,7,18,3,2.0,,1.0,,3.0,3.0,3.0,1.0,1.0,,8.0,10.0,,2.0,,,2.0,82.0
14,"Wilson, Nathan",16,3,4,20,,,,,7.0,2.0,1.0,1.0,1.0,1.0,,5.0,13.0,,,3.0,4.0,1.0,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,68,146,318,11,4.0,21.0,54.0,43.0,36.0,27.0,48.0,24.0,22.0,,137.0,186.0,4.0,10.0,56.0,4.0,8.0,
Opposition,Opposition,208,86,171,379,13,21.0,50.0,69.0,24.0,62.0,41.0,54.0,22.0,24.0,6.0,158.0,225.0,14.0,22.0,59.0,5.0,11.0,
