Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",33y 224d,216 (124-1-91 57.64%),880 (4.07),210 (119-1-90 56.90%),870 (4.14)
6,"Barnes, John",25y 346d,74 (42-1-31 57.43%),22 (0.30),62 (36-0-26 58.06%),10 (0.16)
9,"Breuer, Shayne",22y 245d,32 (21-0-11 65.63%),31 (0.97),←,
16,"Brownless, Bill",28y 105d,162 (92-1-69 57.10%),379 (2.34),←,
40,"Brown, Paul",26y 7d,64 (44-0-20 68.75%),62 (0.97),←,
7,"Couch, Paul",30y 298d,215 (125-0-90 58.14%),186 (0.87),←,
36,"Graham, Ben",21y 192d,15 (11-0-4 73.33%),3 (0.20),←,
19,"Hall, Derek",24y 165d,5 (3-0-2 60.00%),5 (1.00),3 (1-0-2 33.33%),2 (0.67)
42,"Hickmott, Adrian",23y 44d,34 (21-0-13 61.76%),16 (0.47),←,
29,"Hinkley, Ken",28y 225d,125 (73-0-52 58.40%),75 (0.60),114 (69-0-45 60.53%),54 (0.47)
32,"Hocking, Garry",26y 217d,147 (84-1-62 57.48%),136 (0.93),←,
4,"Lord, Aaron",19y 296d,8 (6-0-2 75.00%),4 (0.50),←,
18,"Lynch, Paul",21y 207d,18 (13-0-5 72.22%),9 (0.50),←,
21,"Mansfield, Michael",23y 278d,81 (48-0-33 59.26%),42 (0.52),←,
17,"McGrath, Tim",24y 218d,84 (53-0-31 63.10%),5 (0.06),77 (49-0-28 63.64%),5 (0.06)
31,"Mensch, David",22y 272d,39 (29-0-10 74.36%),45 (1.15),←,
23,"Pickering, Liam",26y 246d,57 (31-0-26 54.39%),27 (0.47),35 (22-0-13 62.86%),19 (0.54)
15,"Riccardi, Peter",22y 147d,67 (44-0-23 65.67%),53 (0.79),←,
12,"Sholl, Brad",22y 184d,9 (5-0-4 55.56%),1 (0.11),7 (5-0-2 71.43%),1 (0.14)
37,"Simpson, Sean",25y 27d,66 (41-0-25 62.12%),9 (0.14),59 (40-0-19 67.80%),8 (0.14)
11,"Tudor, Leigh",25y 230d,38 (21-0-17 55.26%),28 (0.74),30 (18-0-12 60.00%),22 (0.73)
Totals,Totals,25y 25d,1556 (931-4-621 59.83%),2018 (1.30),,
C,"Ayres, Gary",34y 227d,7 (5-0-2 71.43%),,←,
