St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
28,"Ackland, Cain",24y 141d,50 (31-0-19 62.00%),20 (0.40),38 (23-0-15 60.53%),17 (0.45)
14,"Ball, Luke",22y 71d,81 (50-0-31 61.73%),43 (0.53),←,
27,"Blake, Jason",25y 142d,88 (42-1-45 48.30%),20 (0.23),←,
26,"Dal Santo, Nick",22y 163d,93 (51-1-41 55.38%),48 (0.52),←,
22,"Fiora, Aaron",25y 107d,106 (48-0-58 45.28%),42 (0.40),28 (15-0-13 53.57%),17 (0.61)
6,"Fisher, Leigh",22y 107d,21 (17-0-4 80.95%),2 (0.10),←,
25,"Fisher, Sam",24y 25d,46 (30-0-16 65.22%),3 (0.07),←,
9,"Gehrig, Fraser",30y 154d,230 (121-1-108 52.83%),462 (2.01),115 (58-0-57 50.43%),303 (2.63)
19,"Gilbert, Sam",19y 350d,2 (1-0-1 50.00%),,←,
18,"Goddard, Brendon",21y 76d,78 (48-0-30 61.54%),24 (0.31),←,
15,"Gram, Jason",22y 99d,27 (15-0-12 55.56%),9 (0.33),25 (14-0-11 56.00%),9 (0.36)
33,"Gwilt, James",19y 358d,4 (2-0-2 50.00%),2 (0.50),←,
35,"Harvey, Robert",34y 348d,335 (166-3-166 50.00%),198 (0.59),←,
8,"Hudghton, Max",29y 336d,190 (85-2-103 45.26%),14 (0.07),←,
31,"Maguire, Matt",22y 66d,85 (46-0-39 54.12%),19 (0.22),←,
44,"Milne, Stephen",26y 149d,114 (53-1-60 46.93%),232 (2.04),←,
11,"Montagna, Leigh",22y 275d,47 (29-0-18 61.70%),38 (0.81),←,
1,"Peckett, Justin",33y 303d,248 (112-2-134 45.56%),48 (0.19),←,
17,"Powell, Stephen",29y 331d,140 (88-1-51 63.21%),94 (0.67),66 (42-0-24 63.64%),30 (0.45)
12,"Riewoldt, Nick",23y 291d,109 (53-1-55 49.08%),202 (1.85),←,
4,"Thompson, Andrew",33y 287d,207 (95-2-110 46.38%),93 (0.45),←,
13,"Voss, Brett",28y 163d,154 (76-2-76 50.00%),56 (0.36),119 (57-1-61 48.32%),45 (0.38)
Totals,Totals,25y 264d,2455 (1259-17-1179 51.28%),1669 (0.68),,
C,"Thomas, Grant",48y 171d,118 (60-1-57 51.27%),,←,
