Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",24y 119d,109 (43-2-64 40.37%),278 (2.55),←,
3,"Coniglio, Stephen",23y 226d,88 (37-0-51 42.05%),34 (0.39),←,
35,"Corr, Aidan",23y 73d,52 (20-2-30 40.38%),1 (0.02),←,
1,"Davis, Phil",26y 333d,114 (51-2-61 45.61%),6 (0.05),96 (40-2-54 42.71%),5 (0.05)
24,"de Boer, Matt",27y 141d,147 (83-3-61 57.48%),52 (0.35),9 (5-2-2 66.67%),4 (0.44)
19,"Haynes, Nick",25y 72d,74 (32-2-40 44.59%),8 (0.11),←,
22,"Kelly, Josh",22y 167d,77 (40-2-35 53.25%),46 (0.60),←,
15,"Kennedy, Matthew",20y 114d,17 (9-2-6 58.82%),7 (0.41),←,
37,"Lobb, Rory",24y 170d,49 (28-2-19 59.18%),52 (1.06),←,
12,"Patton, Jonathon",24y 70d,71 (33-2-36 47.89%),111 (1.56),←,
36,"Perryman, Harry",18y 222d,8 (4-1-3 56.25%),1 (0.13),←,
9,"Scully, Tom",26y 75d,144 (56-3-85 39.93%),69 (0.48),113 (43-2-68 38.94%),63 (0.56)
11,"Setterfield, Will",19y 174d,2 (1-0-1 50.00%),,←,
23,"Shaw, Heath",31y 244d,255 (155-4-96 61.57%),39 (0.15),82 (45-2-35 56.10%),2 (0.02)
5,"Shiel, Dylan",24y 142d,105 (42-2-61 40.95%),55 (0.52),←,
26,"Simpson, Dawson",28y 162d,29 (20-0-9 68.97%),4 (0.14),1 (1-0-0 100.00%),
10,"Smith, Devon",24y 70d,106 (36-2-68 34.91%),98 (0.92),←,
20,"Tomlinson, Adam",23y 353d,85 (29-2-54 35.29%),19 (0.22),←,
8,"Ward, Callan",27y 110d,185 (79-2-104 43.24%),92 (0.50),125 (47-2-76 38.40%),59 (0.47)
6,"Whitfield, Lachie",23y 11d,83 (34-2-47 42.17%),40 (0.48),←,
29,"Williams, Zac",22y 312d,69 (35-0-34 50.72%),20 (0.29),←,
16,"Wilson, Nathan",24y 203d,70 (36-2-32 52.86%),15 (0.21),←,
Totals,Totals,24y 145d,1939 (903-39-997 46.57%),1047 (0.54),,
C,"Cameron, Leon",44y 330d,86 (45-2-39 53.49%),,←,
