Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Byrnes, Shannon",6,5,12,18,1,,,1.0,2.0,2.0,1.0,2.0,,1.0,,6.0,12.0,,1.0,,,,81.0
50,"Clisby, Mitch",14,2,8,22,1,1.0,,4.0,3.0,1.0,2.0,2.0,3.0,,,8.0,13.0,,,,2.0,,91.0
36 ↑,"Davey, Aaron",5,1,3,8,,1.0,,1.0,,2.0,1.0,4.0,,2.0,,2.0,6.0,,,,,,33.0
14,"Dunn, Lynden",9,5,5,14,,,,,2.0,,,3.0,,1.0,,3.0,11.0,1.0,,2.0,,,99.0
48,"Fitzpatrick, Jack",7,3,3,10,2,1.0,5.0,1.0,,1.0,,4.0,1.0,3.0,,6.0,4.0,1.0,2.0,,,1.0,92.0
20,"Garland, Colin",7,4,6,13,,,,3.0,3.0,1.0,,2.0,,,,4.0,9.0,,,1.0,,,82.0
37 ↓,"Gawn, Max",3,3,2,5,,,6.0,2.0,1.0,,,,,,,3.0,2.0,1.0,,1.0,,,55.0
31,"Grimes, Jack",9,4,10,19,,1.0,,4.0,2.0,3.0,4.0,5.0,1.0,1.0,,6.0,13.0,,,,4.0,,81.0
38,"Howe, Jeremy",6,3,2,8,1,1.0,,1.0,1.0,3.0,,1.0,2.0,,,2.0,6.0,,1.0,,,1.0,80.0
45,"Jones, Matt",11,5,9,20,,1.0,,,,2.0,1.0,3.0,1.0,2.0,,4.0,17.0,,,,1.0,1.0,79.0
2,"Jones, Nathan",10,2,19,29,,,,2.0,2.0,3.0,10.0,5.0,1.0,1.0,,16.0,13.0,,,2.0,,,88.0
34,"Kent, Dean",10,5,5,15,2,1.0,,2.0,,6.0,,3.0,,,,3.0,12.0,,2.0,,2.0,,82.0
25,"McDonald, Tom",9,3,5,14,,,,2.0,5.0,,1.0,,1.0,,,4.0,9.0,,,8.0,1.0,,97.0
21,"Pedersen, Cameron",12,7,11,23,1,1.0,,3.0,6.0,3.0,2.0,4.0,,,,10.0,12.0,2.0,,8.0,3.0,,98.0
42,"Spencer, Jake",3,3,8,11,1,,22.0,2.0,,1.0,4.0,3.0,4.0,2.0,,8.0,5.0,1.0,1.0,1.0,,,77.0
12,"Sylvia, Colin",8,1,5,13,,,,1.0,2.0,3.0,5.0,1.0,2.0,1.0,,8.0,5.0,,,,4.0,,88.0
35,"Tapscott, Luke",9,4,2,11,,1.0,,2.0,,4.0,,4.0,1.0,1.0,,4.0,7.0,,,,,1.0,83.0
46,"Terlich, Dean",10,4,4,14,,,,4.0,,3.0,,2.0,1.0,2.0,,2.0,12.0,,,4.0,2.0,2.0,93.0
5,"Toumpas, Jimmy",7,4,5,12,,,,2.0,2.0,1.0,,2.0,1.0,1.0,,4.0,8.0,,,,4.0,,70.0
9,"Trengove, Jack",6,4,9,15,1,,,2.0,,1.0,2.0,2.0,1.0,,,9.0,6.0,,1.0,,,,81.0
7,"Viney, Jack",9,4,13,22,,,,2.0,,5.0,4.0,1.0,1.0,1.0,,12.0,12.0,1.0,,,,,78.0
4,"Watts, Jack",9,8,6,15,2,1.0,,1.0,1.0,3.0,,,,,,3.0,12.0,1.0,1.0,1.0,1.0,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,84,152,331,12,15.0,33.0,42.0,32.0,48.0,37.0,53.0,21.0,19.0,,127.0,206.0,8.0,9.0,28.0,24.0,6.0,
Opposition,Opposition,226,112,162,388,19,10.0,31.0,55.0,34.0,56.0,37.0,56.0,19.0,21.0,6.0,126.0,259.0,11.0,11.0,34.0,22.0,13.0,
