Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
42,"Boyd, Matthew",8,6,8,16,,,,4.0,2.0,4.0,2.0,4.0,,1.0,,6.0,10.0,,,1.0,1.0,,74.0
17,"Cooney, Adam",7,4,7,14,2,1.0,,3.0,1.0,2.0,4.0,5.0,2.0,2.0,,7.0,7.0,2.0,2.0,3.0,5.0,,90.0
4,"Cross, Daniel",8,5,20,28,,,,6.0,1.0,5.0,5.0,2.0,1.0,1.0,,13.0,15.0,,,3.0,1.0,,100.0
10,"Eagleton, Nathan",6,2,5,11,,,,,2.0,3.0,,,,,,2.0,9.0,,,,2.0,,80.0
13,"Giansiracusa, Daniel",10,5,4,14,3,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,7.0,9.0,1.0,1.0,2.0,,,69.0
9,"Gilbee, Lindsay",17,2,7,24,,,,,4.0,5.0,1.0,1.0,1.0,1.0,,4.0,15.0,,,,4.0,1.0,100.0
3,"Grant, Chris",10,7,5,15,1,3.0,,1.0,,3.0,,,1.0,,,6.0,9.0,1.0,2.0,2.0,1.0,,95.0
16,"Griffen, Ryan",5,2,8,13,,1.0,,2.0,,5.0,,1.0,3.0,,,7.0,6.0,1.0,,2.0,3.0,1.0,73.0
25,"Hargrave, Ryan",9,5,5,14,,,,2.0,3.0,1.0,1.0,2.0,,1.0,,5.0,9.0,1.0,,1.0,1.0,,100.0
6,"Johnson, Brad",17,5,2,19,3,2.0,1.0,5.0,1.0,6.0,1.0,3.0,3.0,,3.0,7.0,10.0,1.0,4.0,,1.0,1.0,95.0
36,"Lake, Brian",7,5,5,12,,,,,5.0,,,3.0,,1.0,,3.0,9.0,,,7.0,2.0,,100.0
28,"McCormack, Damien",6,7,4,10,,,,1.0,2.0,,1.0,3.0,,,,1.0,9.0,,,2.0,4.0,,48.0
23,"McMahon, Jordan",14,7,5,19,,1.0,,2.0,10.0,2.0,,3.0,,2.0,,2.0,16.0,,,1.0,5.0,1.0,81.0
27,"Minson, Will",7,1,4,11,1,,11.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,5.0,6.0,,,1.0,,,61.0
43,"Montgomery, Brett",1,2,1,2,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,8.0
38,"Morris, Dale",5,3,8,13,,1.0,,,2.0,,,,,,,2.0,10.0,,,4.0,2.0,,100.0
15,"Power, Sam",14,9,7,21,,,,2.0,5.0,5.0,1.0,3.0,,2.0,,2.0,16.0,,,,1.0,,100.0
1,"Ray, Farren",17,8,7,24,,,,1.0,2.0,7.0,,2.0,,,2.0,4.0,20.0,1.0,,3.0,7.0,2.0,93.0
30,"Robbins, Matthew",6,4,4,10,3,1.0,,2.0,,1.0,,3.0,,2.0,,2.0,7.0,1.0,2.0,1.0,1.0,,100.0
5,"Smith, Rohan",10,7,3,13,2,3.0,,,,2.0,,2.0,,1.0,,3.0,10.0,1.0,5.0,2.0,1.0,2.0,75.0
11,"Street, Peter",2,2,3,5,,,15.0,1.0,1.0,,,3.0,,2.0,,1.0,4.0,,,2.0,1.0,,68.0
7,"West, Scott",9,4,17,26,1,,,3.0,,2.0,7.0,4.0,3.0,2.0,,13.0,13.0,,1.0,2.0,,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,102,139,334,16,14.0,27.0,37.0,43.0,56.0,25.0,50.0,17.0,20.0,5.0,103.0,220.0,11.0,18.0,40.0,43.0,8.0,
Opposition,Opposition,216,121,141,357,11,14.0,14.0,39.0,42.0,50.0,27.0,55.0,20.0,17.0,1.0,111.0,245.0,12.0,21.0,31.0,16.0,7.0,
