North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",28y 356d,183 (99-1-83 54.37%),224 (1.22),←,
5,"Anderson, Stuart",22y 324d,47 (33-0-14 70.21%),15 (0.32),←,
11,"Archer, Glenn",24y 54d,104 (64-0-40 61.54%),73 (0.70),←,
26,"Bell, Peter",21y 77d,33 (21-0-12 63.64%),31 (0.94),31 (21-0-10 67.74%),29 (0.94)
12,"Blakey, John",30y 297d,233 (114-0-119 48.93%),72 (0.31),98 (62-0-36 63.27%),34 (0.35)
9,"Chandler, Brett",21y 310d,36 (5-0-31 13.89%),3 (0.08),8 (4-0-4 50.00%),1 (0.13)
17,"Freeborn, Glenn",24y 100d,36 (24-0-12 66.67%),19 (0.53),←,
29,"Harvey, Brent",19y 3d,4 (4-0-0 100.00%),3 (0.75),←,
34,"King, David",25y 71d,74 (48-0-26 64.86%),18 (0.24),←,
48,"Kirzner, Julian",20y 205d,2 (2-0-0 100.00%),5 (2.50),1 (1-0-0 100.00%),4 (4.00)
35,"Longmire, John",26y 137d,163 (82-1-80 50.61%),500 (3.07),←,
4,"Martyn, Mick",28y 259d,184 (102-1-81 55.71%),14 (0.08),←,
31,"McKernan, Corey",23y 149d,79 (53-0-26 67.09%),81 (1.03),←,
20,"Mellington, Anthony",22y 294d,29 (4-0-25 13.79%),36 (1.24),5 (3-0-2 60.00%),12 (2.40)
13,"Pike, Martin",24y 184d,68 (16-0-52 23.53%),42 (0.62),8 (4-0-4 50.00%),2 (0.25)
22,"Roberts, Mark",31y 323d,170 (84-0-86 49.41%),142 (0.84),93 (58-0-35 62.37%),123 (1.32)
3,"Rock, Anthony",26y 230d,145 (87-0-58 60.00%),122 (0.84),←,
2,"Schwass, Wayne",28y 171d,170 (93-0-77 54.71%),95 (0.56),←,
8,"Scott, Robert",28y 77d,189 (113-1-75 60.05%),196 (1.04),57 (38-0-19 66.67%),32 (0.56)
24,"Sholl, Craig",29y 138d,159 (91-0-68 57.23%),71 (0.45),←,
10,"Stevens, Anthony",25y 319d,139 (82-0-57 58.99%),71 (0.51),←,
Totals,Totals,25y 177d,2247 (1221-4-1022 54.34%),1833 (0.82),,
C,"Pagan, Denis",49y 235d,103 (66-0-37 64.08%),,←,
