Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Brayshaw, Andrew",5,,5,10,,1.0,,3.0,,2.0,2.0,1.0,1.0,1.0,,4.0,7.0,,,,,,75.0
5,"Cerra, Adam",7,1,8,15,,,,6.0,2.0,3.0,1.0,4.0,,,,6.0,9.0,,,1.0,,,77.0
33,"Colyer, Travis",9,4,4,13,1,1.0,,4.0,1.0,2.0,,4.0,1.0,1.0,,4.0,11.0,,1.0,,,,68.0
6,"Conca, Reece",12,2,9,21,,1.0,,3.0,4.0,3.0,4.0,3.0,1.0,1.0,,5.0,13.0,,1.0,,1.0,2.0,74.0
36,"Cox, Brennan",9,7,3,12,,1.0,,2.0,,1.0,,1.0,,1.0,,5.0,8.0,3.0,2.0,2.0,,1.0,86.0
7,"Fyfe, Nat",15,4,18,33,3,,,1.0,,9.0,7.0,3.0,2.0,2.0,3.0,21.0,11.0,2.0,1.0,1.0,,1.0,84.0
21,"Hamling, Joel",3,3,2,5,,,,1.0,3.0,1.0,,1.0,1.0,,,3.0,2.0,2.0,,7.0,,,97.0
9,"Hill, Bradley",11,,4,15,,,,4.0,1.0,4.0,1.0,1.0,,1.0,,7.0,9.0,,,1.0,1.0,,81.0
11,"Hogan, Jesse",7,5,8,15,2,,,,1.0,1.0,1.0,3.0,1.0,,,8.0,7.0,2.0,1.0,1.0,,1.0,93.0
15,"Hughes, Ethan",4,3,8,12,,,,,,1.0,1.0,2.0,,,,6.0,7.0,,,7.0,,,80.0
26,"Langdon, Ed",10,3,6,16,,1.0,,1.0,2.0,,,,1.0,,,5.0,11.0,,1.0,1.0,,,79.0
37,"Lobb, Rory",11,6,8,19,1,2.0,45.0,2.0,,2.0,5.0,4.0,,1.0,,11.0,8.0,4.0,3.0,5.0,,,93.0
3,"Matera, Brandon",9,2,5,14,1,4.0,,1.0,,2.0,1.0,1.0,1.0,,,5.0,8.0,1.0,1.0,,,,71.0
16,"Mundy, David",13,,14,27,1,,,5.0,3.0,6.0,8.0,3.0,1.0,1.0,,17.0,11.0,,,2.0,,,71.0
43,"Nyhuis, Ryan",1,1,4,5,,,,1.0,,1.0,,1.0,,,,4.0,1.0,,,3.0,,,78.0
25,"Pearce, Alex",3,1,2,5,,,,1.0,1.0,,,,,,,3.0,2.0,,,2.0,,,97.0
38,"Ryan, Luke",16,1,5,21,,,,3.0,6.0,3.0,2.0,5.0,2.0,2.0,,10.0,8.0,1.0,,1.0,,,92.0
39,"Switkowski, Sam",3,1,7,10,2,,,4.0,,2.0,1.0,1.0,1.0,1.0,,8.0,3.0,,,2.0,,,72.0
20,"Taberner, Matthew",8,8,10,18,1,1.0,3.0,1.0,,1.0,1.0,3.0,,1.0,,8.0,10.0,3.0,1.0,1.0,,,91.0
18,"Tucker, Darcy",6,2,16,22,,,,2.0,2.0,2.0,4.0,2.0,,,,9.0,13.0,,,,,1.0,77.0
10,"Walters, Michael",12,4,15,27,,1.0,,5.0,,8.0,4.0,5.0,2.0,2.0,,10.0,19.0,1.0,,1.0,1.0,,86.0
14,"Wilson, Nathan",7,2,3,10,,,,2.0,6.0,1.0,1.0,3.0,1.0,,,1.0,7.0,,,3.0,,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,60,164,345,12,14.0,48.0,52.0,32.0,55.0,44.0,51.0,16.0,15.0,3.0,160.0,185.0,19.0,12.0,41.0,3.0,6.0,
Opposition,Opposition,239,117,164,403,17,9.0,23.0,66.0,43.0,51.0,31.0,41.0,15.0,16.0,3.0,143.0,255.0,16.0,12.0,49.0,10.0,10.0,
