Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Beveridge, Luke",11.0,2.0,4.0,15.0,2.0,3.0,,3.0,,,,,2.0,,,,,,,,,,
18,"Cameron, Leon",20.0,5.0,1.0,21.0,,1.0,,1.0,,,,,,,,,,,,,,,
16,"Croft, Matthew",6.0,2.0,3.0,9.0,,,,1.0,,,,,,4.0,,,,,,,,,
3,"Grant, Chris",10.0,6.0,4.0,14.0,1.0,3.0,,1.0,,,,,1.0,1.0,,,,,,,,,
1,"Grgic, Ilija",8.0,3.0,2.0,10.0,5.0,2.0,5.0,1.0,,,,,1.0,,,,,,,,,,
29,"Griffin, Daryl",11.0,4.0,4.0,15.0,,,,1.0,,,,,,,,,,,,,,,
6,"Johnson, Brad",5.0,3.0,1.0,6.0,,,,,,,,,,,,,,,,,,,
40,"Johnston, Michael",2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,
4,"Kellett, Nigel",7.0,3.0,6.0,13.0,,1.0,,2.0,,,,,1.0,,,,,,,,,,
12,"Koster, Kym",2.0,1.0,1.0,3.0,,,,2.0,,,,,1.0,,,,,,,,,,
39,"Liberatore, Tony",15.0,,12.0,27.0,,,,4.0,,,,,3.0,,3.0,,,,,,,,
27,"Macpherson, Stephen",18.0,5.0,7.0,25.0,,,,2.0,,,,,1.0,2.0,,,,,,,,,
13,"Nichol, Andrew",,,,,,,,,,,,,,,,,,,,,,,
9,"Nicholson, Brad",4.0,3.0,2.0,6.0,,,,,,,,,,,,,,,,,,,
44,"Osborne, Richard",15.0,6.0,3.0,18.0,1.0,1.0,,1.0,,,,,,3.0,,,,,,,,,
22,"Quill, Peter",10.0,1.0,5.0,15.0,,,,1.0,,,,,,,,,,,,,,,
5,"Smith, Rohan",11.0,2.0,7.0,18.0,,,,1.0,,,,,2.0,2.0,,,,,,,,,
8,"Southern, Daniel",4.0,2.0,6.0,10.0,,,2.0,2.0,,,,,1.0,,,,,,,,,,
17,"Standfield, Barry",19.0,8.0,1.0,20.0,,3.0,3.0,,,,,,1.0,4.0,,,,,,,,,
7,"West, Scott",16.0,,6.0,22.0,,1.0,,1.0,,,,,5.0,,,,,,,,,,
15,"Wynd, Scott",12.0,2.0,9.0,21.0,,,21.0,,,,,,,3.0,1.0,,,,,,,,
Totals,Totals,206.0,60.0,84.0,290.0,9.0,15.0,31.0,24.0,,,,,19.0,19.0,4.0,,,,,,,,
Opposition,Opposition,171.0,65.0,112.0,283.0,8.0,5.0,11.0,36.0,,,,,19.0,19.0,2.0,,,,,,,,
