West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
1,"Brown, Mitch",21y 205d,33 (10-0-23 30.30%),10 (0.30),←,
20,"Cox, Dean",28y 343d,195 (94-1-100 48.46%),100 (0.51),←,
5,"Ebert, Brad",20y 99d,47 (11-0-36 23.40%),17 (0.36),←,
32,"Embley, Andrew",29y 13d,200 (96-1-103 48.25%),181 (0.90),←,
43,"Hams, Ashton",23y 307d,7 (3-0-4 42.86%),2 (0.29),←,
38,"Jones, Brett",27y 338d,100 (54-0-46 54.00%),6 (0.06),←,
17,"Kennedy, Josh",22y 319d,60 (13-1-46 22.50%),85 (1.42),38 (10-0-28 26.32%),74 (1.95)
2,"LeCras, Mark",23y 314d,71 (29-0-42 40.85%),162 (2.28),←,
21,"Lynch, Quinten",27y 167d,159 (84-0-75 52.83%),219 (1.38),←,
16,"Mackenzie, Eric",22y 52d,36 (9-0-27 25.00%),,←,
7,"Masten, Chris",21y 69d,36 (9-0-27 25.00%),8 (0.22),←,
9,"Naitanui, Nic",20y 67d,25 (8-0-17 32.00%),9 (0.36),←,
11,"Priddis, Matt",25y 111d,79 (30-0-49 37.97%),21 (0.27),←,
24,"Rosa, Matt",23y 229d,83 (39-0-44 46.99%),22 (0.27),←,
31,"Schofield, Will",21y 167d,28 (9-0-19 32.14%),2 (0.07),←,
37,"Selwood, Adam",26y 70d,130 (65-0-65 50.00%),37 (0.28),←,
10,"Selwood, Scott",20y 105d,36 (10-0-26 27.78%),5 (0.14),←,
12,"Sheppard, Brad",19y 48d,9 (2-0-7 22.22%),1 (0.11),←,
28,"Smith, Ashley",19y 355d,1 (0-0-1 0.00%),1 (1.00),←,
47,"Stevenson, Lewis",20y 345d,6 (2-0-4 33.33%),2 (0.33),←,
41,"Strijk, Andrew",22y 265d,3 (0-0-3 0.00%),3 (1.00),←,
8,"Waters, Beau",24y 102d,76 (43-0-33 56.58%),15 (0.20),←,
Totals,Totals,23y 120d,1420 (620-3-797 43.66%),908 (0.64),,
C,"Worsfold, John",41y 288d,203 (105-2-96 52.22%),,←,
