Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",28y 108d,136 (75-0-61 55.15%),72 (0.53),←,
29,"Beaumont, Simon",27y 183d,142 (72-0-70 50.70%),86 (0.61),←,
16,"Camporeale, Scott",27y 307d,181 (101-0-80 55.80%),164 (0.91),←,
25,"Fevola, Brendan",22y 145d,53 (26-0-27 49.06%),99 (1.87),←,
14,"Fisher, Brad",19y 66d,7 (3-0-4 42.86%),10 (1.43),←,
31,"Fletcher, Simon",24y 301d,78 (39-0-39 50.00%),30 (0.38),←,
45,"Franchina, Anthony",25y 246d,97 (49-0-48 50.52%),25 (0.26),←,
11,"French, Barnaby",27y 201d,74 (38-1-35 52.03%),22 (0.30),12 (4-0-8 33.33%),2 (0.17)
33,"Houlihan, Ryan",21y 144d,66 (29-0-37 43.94%),65 (0.98),←,
27,"Hulme, Darren",25y 339d,95 (47-0-48 49.47%),50 (0.53),←,
43,"Koutoufides, Anthony",30y 147d,205 (120-1-84 58.78%),178 (0.87),←,
12,"Lappin, Matthew",27y 117d,160 (78-1-81 49.06%),168 (1.05),105 (50-0-55 47.62%),142 (1.35)
10,"Martyn, Mick",34y 287d,295 (172-1-122 58.47%),16 (0.05),8 (2-0-6 25.00%),
41,"McCormick, Jonathon",22y 80d,12 (4-0-8 33.33%),3 (0.25),←,
5,"McKay, Andrew",32y 335d,234 (131-1-102 56.20%),28 (0.12),←,
2,"McKernan, Corey",29y 177d,214 (125-0-89 58.41%),286 (1.34),32 (6-0-26 18.75%),53 (1.66)
18,"Murphy, Justin",27y 51d,140 (63-0-77 45.00%),121 (0.86),110 (48-0-62 43.64%),103 (0.94)
37,"Norman, Karl",20y 15d,4 (1-0-3 25.00%),,←,
6,"Simpson, Kade",19y 40d,2 (1-0-1 50.00%),,←,
32,"Thornton, Bret",19y 211d,22 (6-0-16 27.27%),1 (0.05),←,
30,"Waite, Jarrad",20y 130d,10 (3-0-7 30.00%),7 (0.70),←,
8,"Whitnall, Lance",23y 295d,135 (68-0-67 50.37%),262 (1.94),←,
Totals,Totals,25y 129d,2362 (1251-5-1106 52.96%),1693 (0.72),,
C,"Pagan, Denis",55y 263d,252 (154-0-98 61.11%),,12 (4-0-8 33.33%),
