Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
38,"Atkinson, Jarrod",23y 73d,1 (0-0-1 0.00%),,←,
28,"Daniher, Darcy",18y 226d,1 (0-0-1 0.00%),,←,
2,"Dyson, Ricky",22y 219d,56 (19-1-36 34.82%),29 (0.52),←,
19,"Hille, David",26y 337d,131 (60-1-70 46.18%),93 (0.71),←,
35,"Hislop, Tom",19y 332d,4 (0-0-4 0.00%),2 (0.50),←,
43,"Houli, Bachar",19y 358d,11 (5-0-6 45.45%),7 (0.64),←,
7,"Jetta, Leroy",19y 303d,8 (5-0-3 62.50%),3 (0.38),←,
21,"Johns, Courtney",23y 172d,21 (3-0-18 14.29%),18 (0.86),←,
18,"Lloyd, Matthew",30y 18d,237 (140-2-95 59.49%),847 (3.57),←,
42,"Lovett-Murray, Nathan",25y 168d,71 (23-0-48 32.39%),43 (0.61),←,
13,"Lovett, Andrew",25y 175d,54 (16-1-37 30.56%),65 (1.20),←,
33,"McPhee, Adam",25y 211d,133 (51-0-82 38.35%),63 (0.47),108 (45-0-63 41.67%),54 (0.50)
22,"Michael, Mal",30y 315d,230 (122-1-107 53.26%),31 (0.13),29 (12-0-17 41.38%),3 (0.10)
6,"Monfries, Angus",21y 106d,57 (17-1-39 30.70%),51 (0.89),←,
23,"Myers, David",18y 309d,1 (0-0-1 0.00%),,←,
17,"Nash, Jay",22y 135d,27 (10-1-16 38.89%),7 (0.26),←,
1,"Neagle, Jay",20y 108d,2 (0-0-2 0.00%),3 (1.50),←,
30,"Ryder, Paddy",20y 51d,37 (13-1-23 36.49%),8 (0.22),←,
20,"Slattery, Henry",22y 103d,38 (14-1-23 38.16%),6 (0.16),←,
5,"Stanton, Brent",22y 3d,83 (28-1-54 34.34%),49 (0.59),←,
4,"Watson, Jobe",23y 86d,60 (21-1-38 35.83%),22 (0.37),←,
12,"Welsh, Andrew",25y 83d,120 (49-2-69 41.67%),21 (0.17),←,
Totals,Totals,23y 27d,1383 (596-14-773 43.09%),1368 (0.99),,
C,"Knights, Matthew",37y 212d,7 (2-0-5 28.57%),,←,
