Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
34,"Bewley, Brett",15,5,3,18,,,,1.0,1.0,6.0,1.0,3.0,,2.0,,4.0,12.0,,,2.0,,1.0,75.0
19,"Blakely, Connor",12,4,5,17,,,,5.0,1.0,3.0,,1.0,1.0,,,1.0,15.0,,,1.0,,,71.0
8,"Brayshaw, Andrew",13,5,7,20,,1.0,,8.0,3.0,5.0,3.0,2.0,,,,12.0,9.0,,,3.0,,,79.0
5,"Cerra, Adam",13,5,3,16,,,,,4.0,2.0,2.0,1.0,,,,3.0,12.0,,,6.0,,,80.0
6,"Conca, Reece",19,4,7,26,1,1.0,,5.0,2.0,3.0,5.0,7.0,1.0,1.0,,13.0,13.0,,,3.0,,,87.0
4,"Darcy, Sean",6,1,11,17,,2.0,26.0,2.0,1.0,3.0,6.0,3.0,1.0,1.0,,15.0,3.0,1.0,1.0,3.0,,1.0,81.0
44,"Duman, Taylin",11,4,3,14,,,,1.0,2.0,1.0,,,1.0,,,4.0,9.0,,,3.0,,,92.0
21,"Hamling, Joel",10,7,8,18,,,,3.0,4.0,,,2.0,1.0,,,10.0,9.0,4.0,,6.0,,1.0,93.0
9,"Hill, Bradley",19,6,1,20,1,1.0,,1.0,3.0,3.0,2.0,4.0,,1.0,,3.0,16.0,,,1.0,1.0,,88.0
15,"Hughes, Ethan",8,8,9,17,,,,2.0,5.0,1.0,2.0,2.0,,1.0,,8.0,11.0,,,4.0,,,84.0
26,"Langdon, Ed",15,5,6,21,,1.0,,2.0,1.0,4.0,,,,,,4.0,16.0,,,1.0,1.0,,77.0
37,"Lobb, Rory",9,5,5,14,3,,10.0,,3.0,4.0,2.0,3.0,1.0,1.0,,9.0,5.0,1.0,1.0,5.0,,,97.0
2,"Logue, Griffin",6,5,3,9,,,,5.0,5.0,,,2.0,,1.0,,4.0,6.0,1.0,,7.0,,,94.0
3,"Matera, Brandon",10,2,4,14,1,1.0,,3.0,,2.0,1.0,2.0,,,,5.0,9.0,,2.0,1.0,,,74.0
23,"McCarthy, Cam",5,2,,5,,,,1.0,,3.0,,2.0,1.0,,,5.0,1.0,1.0,,,,,73.0
16,"Mundy, David",9,4,16,25,,1.0,,2.0,,1.0,11.0,3.0,,2.0,,18.0,12.0,,1.0,6.0,,,71.0
38,"Ryan, Luke",14,7,7,21,,,,9.0,2.0,1.0,,2.0,2.0,1.0,2.0,5.0,15.0,,,3.0,,,84.0
31,"Sandilands, Aaron",6,2,8,14,,,17.0,1.0,1.0,1.0,5.0,3.0,2.0,,,12.0,3.0,1.0,,4.0,,2.0,76.0
39,"Switkowski, Sam",4,4,8,12,,,,1.0,,1.0,2.0,,,,,7.0,6.0,1.0,,5.0,,,72.0
18,"Tucker, Darcy",7,4,3,10,,,,3.0,,2.0,1.0,3.0,,,,1.0,9.0,,,,,,89.0
10,"Walters, Michael",15,5,6,21,1,1.0,,3.0,3.0,1.0,3.0,,4.0,,,10.0,11.0,1.0,,,2.0,,87.0
14,"Wilson, Nathan",13,5,4,17,,,,3.0,1.0,1.0,,4.0,,1.0,,7.0,9.0,,,3.0,,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,239,99,127,366,7,10.0,53.0,61.0,42.0,48.0,46.0,49.0,15.0,12.0,2.0,160.0,211.0,11.0,5.0,67.0,4.0,5.0,
Opposition,Opposition,224,94,177,401,7,9.0,18.0,70.0,39.0,50.0,22.0,54.0,13.0,15.0,4.0,125.0,265.0,9.0,10.0,42.0,10.0,7.0,
