Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
42,"Bevan, Paul",7,9,11,18,,,,2.0,2.0,,1.0,2.0,1.0,1.0,,5.0,13.0,,,1.0,,,87.0
14,"Bird, Craig",8,2,3,11,,,,2.0,,3.0,5.0,1.0,,,,8.0,3.0,,,,,,55.0
6,"Bolton, Craig",10,3,3,13,,,,,3.0,,,1.0,1.0,1.0,,3.0,9.0,,,6.0,5.0,,99.0
24,"Bolton, Jude",10,2,7,17,1,,,12.0,,4.0,5.0,4.0,4.0,3.0,,10.0,9.0,,,1.0,,2.0,80.0
32,"Buchanan, Amon",4,3,9,13,,,,7.0,,4.0,1.0,3.0,,1.0,,5.0,8.0,,,,,,69.0
28,"Crouch, Jared",4,,1,5,,,,1.0,,2.0,,2.0,1.0,1.0,,3.0,2.0,,,2.0,,,66.0
37,"Goodes, Adam",16,4,7,23,3,3.0,1.0,8.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,13.0,8.0,3.0,2.0,,,,93.0
39,"Grundy, Heath",6,5,7,13,,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,3.0,10.0,,,1.0,,1.0,80.0
1,"Hall, Barry",7,5,3,10,2,,,,,2.0,,7.0,,4.0,,5.0,5.0,2.0,2.0,2.0,,,98.0
15,"Jack, Kieren",7,1,3,10,,,,7.0,1.0,2.0,2.0,1.0,1.0,,,4.0,6.0,,,1.0,,,83.0
16,"Jolly, Darren",9,6,8,17,1,2.0,35.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,,8.0,8.0,1.0,2.0,1.0,,,75.0
31,"Kirk, Brett",9,1,8,17,1,1.0,,10.0,,3.0,5.0,3.0,2.0,2.0,,9.0,8.0,,,2.0,,,94.0
9,"Malceski, Nick",3,,4,7,,,,,,2.0,,3.0,,2.0,,2.0,5.0,,,,,,72.0
29,"Mattner, Martin",15,4,4,19,1,,,4.0,7.0,2.0,,1.0,1.0,,,2.0,13.0,1.0,,,1.0,,90.0
3,"McVeigh, Jarrad",15,6,6,21,1,1.0,,5.0,3.0,2.0,5.0,1.0,,1.0,,10.0,10.0,1.0,,3.0,1.0,,90.0
33,"Moore, Jarred",2,1,4,6,,,,2.0,,,,,,,,2.0,4.0,1.0,,,,1.0,60.0
5,"OKeefe, Ryan",16,6,10,26,,,1.0,6.0,1.0,7.0,7.0,3.0,1.0,3.0,,18.0,8.0,2.0,,4.0,,,90.0
19,"OLoughlin, Michael",10,7,5,15,1,,,3.0,,4.0,,2.0,,1.0,,8.0,8.0,2.0,2.0,1.0,,1.0,90.0
25,"Richards, Ted",4,2,7,11,,,,2.0,,2.0,,1.0,1.0,1.0,,5.0,6.0,1.0,,4.0,,,100.0
30,"Roberts-Thomson, Lewis",9,9,4,13,,,,4.0,5.0,,,,1.0,,,4.0,8.0,2.0,,1.0,,,100.0
2,"Shaw, Rhyce",15,4,6,21,,,,1.0,3.0,2.0,2.0,3.0,1.0,2.0,,6.0,15.0,,,1.0,1.0,1.0,85.0
18,"White, Jesse",2,,4,6,,,19.0,5.0,,,1.0,,1.0,,,4.0,2.0,,,,,,46.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,80,124,312,11,9.0,56.0,85.0,30.0,47.0,43.0,45.0,23.0,28.0,2.0,137.0,168.0,16.0,8.0,31.0,8.0,6.0,
Opposition,Opposition,188,94,99,287,12,14.0,33.0,61.0,34.0,44.0,33.0,43.0,28.0,23.0,4.0,118.0,163.0,18.0,10.0,37.0,5.0,6.0,
