Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Bird, Craig",15,3,10,25,,,,3.0,1.0,7.0,5.0,5.0,,1.0,,15.0,11.0,,,4.0,2.0,,84.0
7,"Cunningham, Harry",6,3,10,16,,,,2.0,,3.0,2.0,3.0,1.0,1.0,,7.0,9.0,1.0,,1.0,1.0,,83.0
19,"Derickx, Tom",2,,2,4,,,28.0,5.0,,1.0,2.0,4.0,1.0,3.0,,2.0,2.0,,,2.0,,1.0,92.0
23,"Franklin, Lance",14,6,9,23,5,4.0,,2.0,,7.0,1.0,1.0,2.0,,3.0,10.0,13.0,1.0,2.0,1.0,,,90.0
37,"Goodes, Adam",4,2,7,11,3,1.0,,3.0,,,1.0,1.0,,,,6.0,5.0,,1.0,2.0,,,90.0
39,"Grundy, Heath",13,4,9,22,,,,2.0,6.0,1.0,,3.0,1.0,1.0,,10.0,10.0,1.0,,3.0,1.0,,97.0
4,"Hannebery, Dan",3,1,10,13,1,,,5.0,1.0,,4.0,2.0,2.0,2.0,,4.0,9.0,,,2.0,,,79.0
33 ↓,"Jack, Brandon",5,2,4,9,,,,4.0,,5.0,,1.0,2.0,1.0,,2.0,7.0,,,,,,62.0
15,"Jack, Kieren",19,4,7,26,1,,,7.0,2.0,8.0,6.0,4.0,,,,11.0,14.0,,,2.0,,,80.0
32,"Jetta, Lewis",10,3,3,13,1,1.0,,5.0,2.0,4.0,1.0,,1.0,,,3.0,10.0,,,3.0,,1.0,78.0
12,"Kennedy, Josh",8,2,12,20,1,1.0,,8.0,1.0,3.0,4.0,2.0,1.0,,,12.0,10.0,,,1.0,,,83.0
11,"Laidler, Jeremy",5,1,4,9,,,,2.0,2.0,,,,,,,5.0,4.0,,,3.0,,,78.0
44,"Lloyd, Jake",8,5,14,22,,1.0,,2.0,,1.0,1.0,1.0,,,,8.0,14.0,1.0,,1.0,,,81.0
9,"Malceski, Nick",17,,8,25,,,,5.0,8.0,3.0,,3.0,,,,5.0,17.0,,,4.0,2.0,,84.0
3,"McVeigh, Jarrad",14,3,10,24,2,,,2.0,,4.0,1.0,2.0,1.0,,,6.0,19.0,,,7.0,,2.0,87.0
26,"Parker, Luke",7,4,10,17,,1.0,,6.0,1.0,3.0,1.0,4.0,1.0,2.0,,9.0,8.0,,1.0,3.0,,1.0,78.0
24,"Rampe, Dane",8,2,6,14,,,,4.0,3.0,3.0,,2.0,,,,2.0,13.0,,,7.0,,1.0,86.0
20,"Reid, Sam",6,3,7,13,,1.0,1.0,7.0,,1.0,3.0,3.0,2.0,1.0,,6.0,7.0,1.0,1.0,3.0,,,90.0
25,"Richards, Ted",7,3,6,13,,,,2.0,4.0,,,3.0,,2.0,,5.0,7.0,1.0,,6.0,,,100.0
16 ↑,"Rohan, Gary",,,,,,,,,,,,1.0,,,,,,,,,,,17.0
2,"Shaw, Rhyce",15,10,17,32,,,,1.0,8.0,1.0,,3.0,,,1.0,6.0,25.0,,,4.0,3.0,1.0,88.0
40,"Smith, Nick",10,5,8,18,,,,4.0,6.0,,1.0,,2.0,,,5.0,13.0,,,5.0,1.0,,93.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,66,173,369,14,14.0,29.0,81.0,45.0,55.0,33.0,48.0,17.0,14.0,4.0,139.0,227.0,6.0,5.0,64.0,10.0,7.0,
Opposition,Opposition,204,77,220,424,13,16.0,52.0,81.0,35.0,62.0,51.0,52.0,14.0,17.0,2.0,165.0,260.0,14.0,16.0,45.0,8.0,11.0,
