North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",23y 24d,28 (12-1-15 44.64%),20 (0.71),←,
4,"Anthony, Liam",23y 233d,22 (7-1-14 34.09%),9 (0.41),←,
18,"Atley, Shaun",18y 229d,5 (1-0-4 20.00%),2 (0.40),←,
10,"Cunnington, Ben",19y 304d,23 (11-0-12 47.83%),3 (0.13),←,
11,"Firrito, Michael",27y 154d,154 (74-2-78 48.70%),26 (0.17),←,
22,"Goldstein, Todd",22y 303d,41 (19-1-21 47.56%),23 (0.56),←,
17,"Grima, Nathan",25y 268d,34 (16-1-17 48.53%),,←,
6,"Hansen, Lachlan",22y 256d,55 (24-1-30 44.55%),43 (0.78),←,
23,"Harper, Kieran",18y 319d,1 (1-0-0 100.00%),1 (1.00),←,
29,"Harvey, Brent",32y 351d,306 (164-3-139 54.08%),351 (1.15),←,
34,"Macmillan, Jamie",19y 219d,5 (3-0-2 60.00%),1 (0.20),←,
42,"McMahon, Scott",24y 332d,73 (35-1-37 48.63%),25 (0.34),←,
20,"Petrie, Drew",28y 197d,182 (84-3-95 46.98%),163 (0.90),←,
30,"Pratt, Daniel",28y 40d,113 (56-1-56 50.00%),10 (0.09),110 (55-1-54 50.45%),9 (0.08)
3,"Rawlings, Brady",29y 324d,228 (112-2-114 49.56%),60 (0.26),←,
46,"Speight, Ben",20y 363d,3 (1-0-2 33.33%),3 (1.00),←,
9,"Swallow, Andrew",23y 332d,89 (38-1-50 43.26%),50 (0.56),←,
12,"Thomas, Lindsay",23y 61d,77 (33-2-42 44.16%),99 (1.29),←,
16,"Thompson, Scott",24y 356d,55 (19-2-34 36.36%),1 (0.02),←,
8,"Wells, Daniel",26y 86d,154 (77-2-75 50.65%),89 (0.58),←,
19,"Wright, Sam",20y 289d,29 (12-0-17 41.38%),29 (1.00),←,
7,"Ziebell, Jack",20y 61d,29 (12-0-17 41.38%),6 (0.21),←,
Totals,Totals,23y 348d,1706 (811-24-871 47.54%),1014 (0.59),,
C,"Scott, Brad",34y 362d,27 (12-0-15 44.44%),,←,
