Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Ball, Luke",26y 325d,170 (113-1-56 66.76%),67 (0.39),28 (23-1-4 83.93%),9 (0.32)
17,"Beams, Dayne",21y 62d,47 (34-2-11 74.47%),47 (1.00),←,
11,"Blair, Jarryd",21y 1d,16 (14-1-1 90.63%),18 (1.13),←,
15,"Brown, Leigh",29y 51d,227 (114-3-110 50.88%),117 (0.52),46 (36-2-8 80.43%),33 (0.72)
32,"Cloke, Travis",24y 41d,128 (78-2-48 61.72%),167 (1.30),←,
1,"Davis, Leon",29y 302d,206 (111-2-93 54.37%),263 (1.28),←,
31,"Dawes, Chris",22y 334d,34 (28-1-5 83.82%),51 (1.50),←,
4,"Didak, Alan",28y 59d,186 (114-1-71 61.56%),261 (1.40),←,
26,"Johnson, Ben",30y 10d,212 (122-1-89 57.78%),65 (0.31),←,
7,"Krakouer, Andrew",28y 70d,106 (38-0-68 35.85%),106 (1.00),4 (4-0-0 100.00%),4 (1.00)
8,"Lumumba, Heritier",24y 151d,115 (74-2-39 65.22%),15 (0.13),←,
5,"Maxwell, Nick",27y 316d,142 (84-2-56 59.86%),26 (0.18),←,
10,"Pendlebury, Scott",23y 98d,106 (68-2-36 65.09%),62 (0.58),←,
20,"Reid, Ben",21y 351d,33 (21-2-10 66.67%),3 (0.09),←,
39,"Shaw, Heath",25y 139d,119 (74-2-43 63.03%),25 (0.21),←,
22,"Sidebottom, Steele",20y 103d,40 (30-2-8 77.50%),32 (0.80),←,
36,"Swan, Dane",27y 49d,155 (92-2-61 60.00%),109 (0.70),←,
2,"Tarrant, Chris",30y 209d,237 (107-0-130 45.15%),359 (1.51),165 (79-0-86 47.88%),299 (1.81)
13,"Thomas, Dale",23y 298d,115 (74-2-39 65.22%),89 (0.77),←,
34,"Toovey, Alan",24y 23d,71 (50-2-19 71.83%),8 (0.11),←,
21,"Wellingham, Sharrod",22y 282d,56 (40-2-14 73.21%),26 (0.46),←,
19,"Wood, Cameron",24y 42d,47 (21-0-26 44.68%),14 (0.30),31 (18-0-13 58.06%),14 (0.45)
Totals,Totals,25y 118d,2568 (1501-34-1033 58.45%),1930 (0.75),,
C,"Malthouse, Mick",57y 241d,643 (368-6-269 57.70%),,265 (145-2-118 55.09%),
