Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Alexander, Colin",14,,1,15,1,1.0,,,,,,,3.0,2.0,,,,,,,,,
10,"Ashcroft, Marcus",22,11,3,25,1,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
22,"Bain, David",8,,1,9,,,,1.0,,,,,1.0,3.0,,,,,,,,,
11,"Buckley, Nathan",15,2,10,25,1,,,1.0,,,,,1.0,,,,,,,,,,
5,"Chapman, Nathan",12,3,3,15,2,2.0,,2.0,,,,,3.0,1.0,,,,,,,,,
12,"Clarke, Troy",15,3,8,23,1,,,3.0,,,,,2.0,3.0,,,,,,,,,
20,"Craven, Danny",17,3,5,22,,,,5.0,,,,,3.0,1.0,,,,,,,,,
6,"Fletcher, Adrian",12,5,6,18,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
29,"Francis, Fabian",8,2,2,10,,,,4.0,,,,,3.0,,,,,,,,,,
4,"Gastev, John",13,3,5,18,,,,4.0,,,,,4.0,4.0,,,,,,,,,
32,"Hart, Shaun",11,,4,15,,,,2.0,,,,,2.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",6,2,1,7,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
19,"McLean, Michael",15,2,5,20,,,,1.0,,,,,1.0,,,,,,,,,,
24,"Merrett, Roger",,,1,1,,,,3.0,,,,,,,,,,,,,,,
27,"Murphy, Michael",3,,,3,,,,2.0,,,,,1.0,,,,,,,,,,
26,"Noonan, Danny",11,5,8,19,1,,,2.0,,,,,3.0,2.0,,,,,,,,,
8,"Peos, Paul",6,1,,6,1,1.0,,1.0,,,,,,1.0,,,,,,,,,
38,"Scott, Dion",7,3,4,11,,,14.0,3.0,,,,,3.0,4.0,,,,,,,,,
33,"White, Darryl",2,,3,5,,,,3.0,,,,,,1.0,,,,,,,,,
28,"Windsor, Ray",7,6,6,13,2,,,3.0,,,,,3.0,4.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,51,76,280,11,9.0,14.0,45.0,,,,,37.0,31.0,,,,,,,,,
Opposition,Opposition,210,64,94,304,20,10.0,20.0,28.0,,,,,31.0,37.0,6.0,,,,,,,,
