St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Beveridge, Luke",6.0,1.0,7.0,13,1.0,,,1.0,2.0,2.0,3.0,1.0,3.0,,,,,,,,,,
2,"Brown, Tony",,,2.0,2,,,,,,,,,,1.0,,,,,,,,,
42,"Cook, Brett",2.0,,,2,,,12.0,1.0,,,1.0,,,,,,,,,,,,
18,"Cripps, Jason",15.0,1.0,4.0,19,1.0,,,1.0,1.0,3.0,7.0,,1.0,,,,,,,,,,
34,"Daniels, Jayson",9.0,2.0,6.0,15,,,,3.0,3.0,1.0,,1.0,3.0,,,,,,,,,,
10,"Everitt, Peter",11.0,5.0,3.0,14,6.0,3.0,26.0,,,5.0,5.0,2.0,1.0,1.0,3.0,,,,,,,,
35,"Harvey, Robert",24.0,1.0,10.0,34,,2.0,1.0,,2.0,7.0,9.0,1.0,2.0,,2.0,,,,,,,,
6,"Healy, Daniel",13.0,8.0,6.0,19,6.0,1.0,,1.0,1.0,5.0,,,1.0,,,,,,,,,,
24,"Heatley, Jason",,,1.0,1,,,,,,1.0,,,,4.0,,,,,,,,,
8,"Hudghton, Max",6.0,4.0,3.0,9,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,
5,"Jones, Austinn",15.0,5.0,1.0,16,2.0,3.0,,,,6.0,,1.0,,1.0,,,,,,,,,
22,"Lappin, Matthew",9.0,6.0,6.0,15,,1.0,,,1.0,6.0,,,,2.0,,,,,,,,,
26,"McLaren, Joe",13.0,6.0,5.0,18,,,,,1.0,3.0,2.0,,,1.0,,,,,,,,,
11,"Mitchell, Gavin",6.0,1.0,7.0,13,1.0,1.0,,3.0,1.0,1.0,2.0,1.0,4.0,3.0,,,,,,,,,
1,"Peckett, Justin",6.0,3.0,3.0,9,,,,3.0,1.0,,,1.0,,1.0,,,,,,,,,
13,"Sierakowski, David",4.0,2.0,6.0,10,,1.0,4.0,,1.0,3.0,,2.0,,2.0,,,,,,,,,
19,"Sziller, Steven",5.0,,5.0,10,,,2.0,1.0,,2.0,4.0,,,,,,,,,,,,
21,"Thompson, Ben",8.0,1.0,5.0,13,,,,,,3.0,,,,1.0,,,,,,,,,
15,"Wakelin, Darryl",2.0,1.0,3.0,5,,,,,,,,1.0,,,,,,,,,,,
12,"Wakelin, Shane",8.0,1.0,,8,,,,2.0,3.0,,,2.0,,1.0,,,,,,,,,
7,"Winmar, Nicky",12.0,2.0,9.0,21,1.0,1.0,,1.0,,5.0,3.0,2.0,1.0,1.0,,,,,,,,,
20,"Young, Matthew",7.0,3.0,6.0,13,,,,1.0,1.0,2.0,,,1.0,3.0,,,,,,,,,
Totals,Totals,181.0,53.0,98.0,279,18.0,13.0,45.0,19.0,19.0,55.0,36.0,15.0,18.0,23.0,5.0,,,,,,,,
Opposition,Opposition,199.0,82.0,100.0,299,18.0,11.0,30.0,31.0,32.0,47.0,30.0,31.0,23.0,18.0,1.0,,,,,,,,
