Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",5,,6,11,,1.0,,3.0,,,,,,,,,,,,,,,
19,"Beveridge, Luke",3,1,1,4,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
18,"Cameron, Leon",17,6,6,23,,4.0,1.0,2.0,,,,,1.0,,,,,,,,,,
16,"Croft, Matthew",9,7,8,17,,2.0,,,,,,,1.0,,,,,,,,,,
3,"Grant, Chris",15,7,3,18,3,2.0,,,,,,,2.0,2.0,,,,,,,,,
1,"Grgic, Ilija",7,2,2,9,1,1.0,9.0,1.0,,,,,,2.0,,,,,,,,,
7,"Hawkins, Doug",2,,1,3,,,,,,,,,1.0,,,,,,,,,,
10,"Hunter, Mark",23,5,5,28,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
21,"Kolyniuk, Steven",12,2,1,13,3,3.0,,2.0,,,,,,1.0,,,,,,,,,
12,"Koster, Kym",4,4,7,11,,,,2.0,,,,,,,,,,,,,,,
35,"Kretiuk, Steven",10,2,6,16,,,,1.0,,,,,2.0,,,,,,,,,,
39,"Liberatore, Tony",11,,14,25,,1.0,,6.0,,,,,2.0,,1.0,,,,,,,,
44,"Osborne, Richard",8,3,4,12,1,3.0,,2.0,,,,,,2.0,,,,,,,,,
22,"Quill, Peter",17,3,6,23,,2.0,,1.0,,,,,3.0,1.0,,,,,,,,,
2,"Reynolds, Keenan",4,1,2,6,,,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Smith, Rohan",5,2,6,11,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
8,"Southern, Daniel",5,1,7,12,,,,4.0,,,,,2.0,1.0,,,,,,,,,
24,"Wallis, Stephen",6,,2,8,,,,,,,,,,2.0,,,,,,,,,
25,"Watts, Jason",12,4,5,17,,,,1.0,,,,,1.0,1.0,,,,,,,,,
14,"West, Scott",16,2,15,31,,,,1.0,,,,,,,,,,,,,,,
15,"Wynd, Scott",4,4,9,13,2,,9.0,,,,,,3.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,56,116,311,12,22.0,19.0,32.0,,,,,22.0,19.0,1.0,,,,,,,,
Opposition,Opposition,164,55,81,245,14,13.0,16.0,27.0,,,,,19.0,22.0,5.0,,,,,,,,
