Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",28y 359d,104 (65-1-38 62.98%),6 (0.06),86 (58-1-27 68.02%),2 (0.02)
20,"Brogan, Dean",25y 203d,45 (34-0-11 75.56%),19 (0.42),←,
7,"Burgoyne, Peter",26y 157d,144 (83-2-59 58.33%),159 (1.10),←,
8,"Burgoyne, Shaun",21y 257d,56 (44-0-12 78.57%),77 (1.38),←,
9,"Carr, Josh",24y 66d,95 (68-1-26 72.11%),54 (0.57),←,
25,"Cassisi, Domenic",21y 286d,32 (25-0-7 78.13%),8 (0.25),←,
26,"Cochrane, Stuart",25y 350d,85 (48-0-37 56.47%),15 (0.18),35 (25-0-10 71.43%),4 (0.11)
35,"Cornes, Chad",24y 235d,111 (71-1-39 64.41%),110 (0.99),←,
18,"Cornes, Kane",21y 181d,58 (42-0-16 72.41%),23 (0.40),←,
33,"Ebert, Brett",20y 229d,13 (9-0-4 69.23%),17 (1.31),←,
11,"Hardwick, Damien",31y 321d,197 (134-1-62 68.27%),13 (0.07),44 (33-0-11 75.00%),
38,"James, Roger",28y 257d,126 (76-2-48 61.11%),82 (0.65),←,
29,"Kingsley, Adam",28y 319d,134 (77-2-55 58.21%),30 (0.22),←,
5,"Lade, Brendon",27y 360d,113 (65-2-46 58.41%),79 (0.70),←,
22,"Mahoney, Josh",26y 247d,38 (15-0-23 39.47%),17 (0.45),8 (5-0-3 62.50%),7 (0.88)
15,"Pickett, Byron",26y 328d,151 (98-0-53 64.90%),131 (0.87),31 (24-0-7 77.42%),50 (1.61)
6,"Schofield, Jarrad",29y 156d,183 (114-1-68 62.57%),119 (0.65),120 (75-1-44 62.92%),85 (0.71)
28,"Thurstans, Toby",23y 325d,24 (17-0-7 70.83%),15 (0.63),←,
16,"Tredrea, Warren",25y 193d,144 (86-1-57 60.07%),307 (2.13),←,
2,"Wakelin, Darryl",29y 328d,191 (107-1-83 56.28%),12 (0.06),76 (54-0-22 71.05%),4 (0.05)
4,"Wanganeen, Gavin",31y 16d,269 (160-5-104 60.41%),174 (0.65),142 (87-2-53 61.97%),111 (0.78)
21,"Wilson, Michael",27y 226d,127 (67-3-57 53.94%),40 (0.31),←,
Totals,Totals,26y 129d,2440 (1505-23-912 61.68%),1507 (0.62),,
C,"Williams, Mark",45y 318d,132 (82-1-49 62.50%),,←,
