Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",27y 160d,188 (129-2-57 69.15%),118 (0.63),←,
35,"Chapman, Paul",29y 189d,205 (131-2-72 64.39%),273 (1.33),←,
28,"Christensen, Allen",19y 359d,5 (5-0-0 100.00%),2 (0.40),←,
11,"Corey, Joel",29y 85d,220 (140-2-78 64.09%),66 (0.30),←,
22,"Duncan, Mitch",19y 337d,14 (13-0-1 92.86%),17 (1.21),←,
44,"Enright, Corey",29y 241d,206 (132-2-72 64.56%),51 (0.25),←,
26,"Hawkins, Tom",22y 296d,67 (55-0-12 82.09%),83 (1.24),←,
8,"Hunt, Josh",29y 60d,152 (101-1-50 66.78%),18 (0.12),←,
20,"Johnson, Steve",27y 313d,158 (112-2-44 71.52%),317 (2.01),←,
9,"Kelly, James",27y 135d,177 (118-1-58 66.95%),73 (0.41),←,
45,"Ling, Cameron",30y 75d,230 (148-3-79 65.00%),126 (0.55),←,
13,"Lonergan, Tom",26y 361d,59 (45-1-13 77.12%),44 (0.75),←,
4,"Mackie, Andrew",26y 279d,134 (104-0-30 77.61%),65 (0.49),←,
10,"Menzel, Daniel",19y 242d,10 (10-0-0 100.00%),12 (1.20),←,
6,"Ottens, Brad",31y 108d,232 (129-1-102 55.82%),248 (1.07),103 (76-1-26 74.27%),96 (0.93)
31,"Podsiadly, James",29y 245d,25 (19-0-6 76.00%),58 (2.32),←,
30,"Scarlett, Matthew",31y 342d,252 (161-2-89 64.29%),16 (0.06),←,
14,"Selwood, Joel",22y 352d,100 (85-0-15 85.00%),36 (0.36),←,
27,"Stokes, Mathew",26y 172d,95 (77-0-18 81.05%),143 (1.51),←,
7,"Taylor, Harry",24y 335d,73 (61-0-12 83.56%),8 (0.11),←,
5,"Varcoe, Travis",23y 33d,83 (72-0-11 86.75%),90 (1.08),←,
40,"Wojcinski, David",30y 237d,183 (121-2-60 66.67%),58 (0.32),←,
Totals,Totals,26y 258d,2868 (1968-21-879 68.62%),1922 (0.67),,
C,"Scott, Chris",35y 10d,7 (7-0-0 100.00%),,←,
