North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",28y 68d,168 (90-1-77 53.87%),198 (1.18),←,
5,"Anderson, Stuart",22y 36d,36 (26-0-10 72.22%),8 (0.22),←,
11,"Archer, Glenn",23y 131d,90 (55-0-35 61.11%),62 (0.69),←,
14,"Armstrong, Matt",29y 154d,172 (80-0-92 46.51%),88 (0.51),40 (28-0-12 70.00%),17 (0.43)
26,"Bell, Peter",20y 154d,18 (12-0-6 66.67%),21 (1.17),16 (12-0-4 75.00%),19 (1.19)
12,"Blakey, John",30y 9d,218 (105-0-113 48.17%),69 (0.32),83 (53-0-30 63.86%),31 (0.37)
16,"Capuano, Mathew",20y 335d,29 (20-0-9 68.97%),11 (0.38),←,
18,"Carey, Wayne",25y 67d,141 (84-0-57 59.57%),372 (2.64),←,
27,"Crocker, Darren",29y 129d,145 (71-1-73 49.31%),101 (0.70),←,
6,"Fairley, Ian",31y 319d,211 (112-2-97 53.55%),148 (0.70),←,
34,"King, David",24y 148d,59 (39-0-20 66.10%),13 (0.22),←,
7,"Laidley, Dani",29y 128d,133 (81-1-51 61.28%),14 (0.11),81 (52-0-29 64.20%),3 (0.04)
4,"Martyn, Mick",27y 337d,169 (93-1-75 55.33%),14 (0.08),←,
31,"McKernan, Corey",22y 227d,64 (44-0-20 68.75%),71 (1.11),←,
3,"Rock, Anthony",25y 308d,130 (78-0-52 60.00%),108 (0.83),←,
2,"Schwass, Wayne",27y 249d,157 (85-0-72 54.14%),88 (0.56),←,
8,"Scott, Robert",27y 154d,174 (104-1-69 60.06%),190 (1.09),42 (29-0-13 69.05%),26 (0.62)
24,"Sholl, Craig",28y 216d,144 (82-0-62 56.94%),41 (0.28),←,
37,"Simpson, Adam",20y 168d,20 (16-0-4 80.00%),14 (0.70),←,
10,"Stevens, Anthony",25y 31d,124 (73-0-51 58.87%),61 (0.49),←,
36,"Stevens, Mark",20y 282d,15 (12-0-3 80.00%),19 (1.27),←,
Totals,Totals,25y 278d,2417 (1362-7-1048 56.35%),1711 (0.71),,
C,"Pagan, Denis",48y 313d,88 (57-0-31 64.77%),,←,
