Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Bassett, Scott",23y 305d,15 (10-0-5 66.67%),2 (0.13),←,
19,"Bishop, Matthew",27y 30d,62 (35-1-26 57.26%),6 (0.10),44 (28-1-15 64.77%),2 (0.05)
7,"Burgoyne, Peter",24y 193d,107 (56-2-49 53.27%),118 (1.10),←,
8,"Burgoyne, Shaun",19y 293d,11 (11-0-0 100.00%),14 (1.27),←,
9,"Carr, Josh",22y 103d,57 (37-1-19 65.79%),29 (0.51),←,
25,"Cassisi, Domenic",19y 322d,4 (4-0-0 100.00%),,←,
12,"Cockatoo-Collins, Che",27y 158d,140 (84-3-53 61.07%),193 (1.38),55 (37-0-18 67.27%),84 (1.53)
35,"Cornes, Chad",22y 271d,70 (41-1-28 59.29%),74 (1.06),←,
18,"Cornes, Kane",19y 217d,16 (11-0-5 68.75%),2 (0.13),←,
42,"Crabb, Jaxon",22y 276d,17 (6-0-11 35.29%),2 (0.12),2 (2-0-0 100.00%),
17,"Dew, Stuart",22y 357d,93 (50-2-41 54.84%),139 (1.49),←,
10,"Francou, Josh",28y 3d,125 (66-3-56 54.00%),62 (0.50),←,
31,"French, Barnaby",26y 258d,56 (30-1-25 54.46%),17 (0.30),←,
34,"Guerra, Brent",20y 73d,47 (33-0-14 70.21%),31 (0.66),←,
38,"James, Roger",26y 293d,95 (53-2-40 56.84%),61 (0.64),←,
3,"Montgomery, Brett",29y 70d,125 (78-2-45 63.20%),85 (0.68),65 (38-1-26 59.23%),31 (0.48)
37,"Murray, Allan",20y 82d,1 (1-0-0 100.00%),,←,
14,"Paxman, Stephen",31y 249d,209 (75-2-132 36.36%),34 (0.16),107 (53-2-52 50.47%),16 (0.15)
27,"Poulton, Jared",25y 111d,52 (30-1-21 58.65%),16 (0.31),←,
1,"Primus, Matthew",27y 210d,123 (56-2-65 46.34%),54 (0.44),103 (55-2-46 54.37%),49 (0.48)
16,"Tredrea, Warren",23y 229d,101 (55-1-45 54.95%),199 (1.97),←,
2,"Wakelin, Darryl",27y 364d,157 (83-1-73 53.18%),11 (0.07),42 (30-0-12 71.43%),3 (0.07)
Totals,Totals,24y 203d,1683 (905-25-753 53.77%),1149 (0.68),,
C,"Williams, Mark",43y 354d,87 (49-1-37 56.90%),,←,
