North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Leigh",7,4,3,10,2,2.0,,1.0,,1.0,,,,,,3.0,5.0,,3.0,,,1.0,61.0
4,"Anthony, Liam",18,8,8,26,2,,,4.0,,3.0,,2.0,1.0,,,9.0,17.0,,1.0,1.0,1.0,,76.0
18,"Atley, Shaun",7,1,8,15,,,,5.0,,5.0,3.0,,,,,6.0,9.0,,,2.0,1.0,,73.0
10,"Cunnington, Ben",11,3,8,19,,,,4.0,2.0,1.0,2.0,3.0,,1.0,,5.0,16.0,,,2.0,1.0,,94.0
45,"Delaney, Luke",6,4,6,12,,,,2.0,1.0,,,1.0,2.0,1.0,,6.0,6.0,,,5.0,,,100.0
27,"Edwards, Aaron",4,2,5,9,1,,,1.0,,,,,1.0,,,7.0,3.0,1.0,1.0,2.0,,1.0,88.0
22,"Goldstein, Todd",10,5,7,17,1,1.0,48.0,7.0,,6.0,3.0,3.0,2.0,,,8.0,10.0,,2.0,3.0,,1.0,98.0
24,"Greenwood, Levi",6,1,6,12,,,,5.0,,5.0,6.0,1.0,,,,8.0,5.0,,,3.0,,2.0,72.0
6,"Hansen, Lachlan",9,8,2,11,1,,,1.0,,3.0,,,,,,3.0,9.0,2.0,2.0,,,1.0,92.0
23,"Harper, Kieran",5,2,,5,1,,,4.0,,1.0,,1.0,,,,2.0,4.0,,1.0,1.0,,1.0,72.0
29,"Harvey, Brent",12,4,5,17,2,,,1.0,1.0,5.0,1.0,1.0,1.0,,,2.0,13.0,,1.0,,3.0,,86.0
34 ↓,"Macmillan, Jamie",,,,,,,,,,,,,,,,,,,,,,,7.0
42,"McMahon, Scott",12,8,3,15,,,,2.0,5.0,1.0,,2.0,,2.0,,1.0,12.0,,,5.0,,,100.0
39,"Pedersen, Cameron",13,8,2,15,,,,3.0,3.0,3.0,,3.0,,1.0,,3.0,11.0,1.0,,7.0,,,100.0
20,"Petrie, Drew",11,8,3,14,4,2.0,2.0,2.0,,1.0,,,2.0,,2.0,9.0,5.0,4.0,4.0,2.0,,1.0,98.0
3,"Rawlings, Brady",16,7,10,26,,,,3.0,6.0,1.0,2.0,4.0,2.0,1.0,,5.0,19.0,,,1.0,,,100.0
46 ↑,"Speight, Ben",7,4,16,23,1,,,1.0,2.0,1.0,4.0,3.0,,1.0,,8.0,15.0,,,2.0,,,70.0
9,"Swallow, Andrew",17,2,22,39,2,,1.0,5.0,,6.0,17.0,3.0,7.0,1.0,3.0,27.0,13.0,,,1.0,3.0,1.0,84.0
12,"Thomas, Lindsay",7,3,1,8,,,,5.0,,3.0,,5.0,,2.0,,4.0,4.0,1.0,1.0,3.0,1.0,,84.0
16,"Thompson, Scott",14,9,11,25,,,,2.0,2.0,1.0,,5.0,1.0,3.0,,7.0,18.0,1.0,,2.0,,,100.0
8,"Wells, Daniel",15,6,8,23,,,1.0,4.0,,5.0,7.0,1.0,1.0,,,8.0,12.0,,,3.0,,,76.0
7,"Ziebell, Jack",15,4,10,25,1,,,11.0,1.0,6.0,7.0,1.0,2.0,,1.0,14.0,11.0,,,2.0,1.0,1.0,69.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,101,144,366,18,7.0,52.0,73.0,23.0,58.0,52.0,39.0,22.0,13.0,6.0,145.0,217.0,10.0,16.0,47.0,11.0,10.0,
Opposition,Opposition,173,78,133,306,10,8.0,51.0,68.0,37.0,34.0,34.0,41.0,13.0,22.0,,123.0,186.0,10.0,9.0,55.0,7.0,5.0,
