Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Bowey, Jake",19y 13d,7 (7-0-0 100.00%),,←,
10,"Brayshaw, Angus",25y 259d,119 (62-1-56 52.52%),45 (0.38),←,
50,"Brown, Ben",28y 309d,143 (77-1-65 54.20%),312 (2.18),13 (11-1-1 88.46%),25 (1.92)
31,"Fritsch, Bayley",24y 293d,85 (48-1-36 57.06%),118 (1.39),←,
11,"Gawn, Max",29y 269d,159 (73-1-85 46.23%),75 (0.47),←,
4,"Harmes, James",25y 355d,122 (62-0-60 50.82%),65 (0.53),←,
14,"Hibberd, Michael",31y 265d,173 (87-2-84 50.87%),14 (0.08),89 (47-1-41 53.37%),3 (0.03)
6,"Jackson, Luke",19y 361d,30 (23-1-6 78.33%),19 (0.63),←,
23,"Jordon, James",20y 279d,25 (20-1-4 82.00%),6 (0.24),←,
15,"Langdon, Ed",25y 236d,109 (53-1-55 49.08%),48 (0.44),41 (28-1-12 69.51%),15 (0.37)
8,"Lever, Jake",25y 204d,117 (75-1-41 64.53%),3 (0.03),61 (37-1-23 61.48%),
1,"May, Steven",29y 258d,171 (67-2-102 39.77%),23 (0.13),48 (29-1-18 61.46%),2 (0.04)
25,"McDonald, Tom",29y 7d,193 (81-1-111 42.23%),142 (0.74),←,
30,"Neal-Bullen, Alex",25y 259d,105 (59-1-45 56.67%),79 (0.75),←,
13,"Oliver, Clayton",24y 65d,124 (69-1-54 56.05%),40 (0.32),←,
5,"Petracca, Christian",25y 264d,127 (68-1-58 53.94%),123 (0.97),←,
35,"Petty, Harry",21y 317d,30 (16-1-13 55.00%),6 (0.20),←,
36,"Pickett, Kysaiah",20y 115d,39 (27-1-11 70.51%),47 (1.21),←,
24,"Rivers, Trent",20y 57d,34 (25-1-8 75.00%),3 (0.09),←,
3,"Salem, Christian",26y 72d,130 (66-1-63 51.15%),24 (0.18),←,
9,"Spargo, Charlie",21y 304d,59 (40-1-18 68.64%),42 (0.71),←,
32,"Sparrow, Tom",21y 117d,28 (19-1-8 69.64%),10 (0.36),←,
7,"Viney, Jack",27y 165d,150 (60-1-89 40.33%),40 (0.27),←,
Totals,Totals,24y 306d,2279 (1184-23-1072 51.95%),1284 (0.56),,
C,"Goodwin, Simon",44y 273d,112 (62-1-49 55.80%),,111 (62-1-48 56.31%),
