Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Burns, Ronnie",9,1,7,16,3,,,1.0,,6.0,1.0,2.0,1.0,,,8.0,7.0,,,3.0,1.0,,
14,"Clarke, David",11,4,8,19,1,,,1.0,,4.0,1.0,2.0,2.0,1.0,,9.0,10.0,,,,3.0,,
33,"Corrigan, Paul",8,2,4,12,,,,2.0,1.0,,1.0,,1.0,1.0,,5.0,9.0,,,1.0,,,
7,"Graham, Ben",9,6,5,14,2,,,1.0,6.0,,,3.0,2.0,2.0,,8.0,8.0,3.0,3.0,,1.0,,
19,"Hall, Derek",3,,,3,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,
37,"Harley, Tom",9,5,,9,,,,,3.0,,,1.0,1.0,3.0,,2.0,7.0,,,,1.0,,
32,"Hocking, Garry",15,4,11,26,2,,,5.0,2.0,3.0,10.0,7.0,1.0,3.0,3.0,11.0,14.0,1.0,2.0,3.0,3.0,,
3,"Houlihan, Adam",8,3,2,10,2,1.0,,1.0,,3.0,,,2.0,1.0,,7.0,4.0,1.0,1.0,1.0,,,
13,"Kilpatrick, Glenn",11,6,4,15,1,2.0,,5.0,,4.0,2.0,1.0,3.0,2.0,,6.0,10.0,,1.0,1.0,2.0,,
1,"King, Steven",17,7,4,21,1,,17.0,1.0,3.0,4.0,9.0,2.0,,4.0,,9.0,10.0,,1.0,2.0,1.0,,
18,"Lynch, Paul",6,3,1,7,1,3.0,,,,1.0,,2.0,1.0,1.0,,1.0,5.0,,3.0,,,,
17,"McGrath, Tim",9,5,12,21,,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,10.0,10.0,2.0,,1.0,,,
31,"Mensch, David",11,5,3,14,2,2.0,2.0,2.0,,3.0,1.0,1.0,1.0,2.0,,10.0,3.0,5.0,2.0,,2.0,,
39,"Milburn, Darren",4,2,6,10,1,,,6.0,1.0,3.0,4.0,1.0,2.0,,,6.0,5.0,,,3.0,,,
16,"Mooney, Jason",7,1,2,9,2,,,2.0,,5.0,,1.0,2.0,,,4.0,2.0,,,1.0,,,
15,"Riccardi, Peter",13,4,4,17,,2.0,,1.0,2.0,4.0,2.0,2.0,,,,3.0,13.0,,,1.0,3.0,,
27,"Sanderson, Brenton",12,7,3,15,,,,1.0,4.0,1.0,,1.0,,1.0,,1.0,13.0,,,,,,
30,"Scarlett, Matthew",2,2,2,4,,,,,1.0,,,,,1.0,,,4.0,,,1.0,,,
12,"Sholl, Brad",13,2,8,21,,,,,3.0,1.0,1.0,,1.0,,,9.0,12.0,,,1.0,,,
4,"Snell, Jason",11,5,11,22,2,,,3.0,2.0,4.0,2.0,4.0,1.0,3.0,,9.0,13.0,1.0,2.0,3.0,,,
6,"Spriggs, David",14,5,3,17,,1.0,,1.0,1.0,8.0,4.0,2.0,2.0,1.0,1.0,8.0,9.0,,,2.0,2.0,,
26,"Stoneham, Barry",4,4,1,5,1,,4.0,1.0,,3.0,,,,,,3.0,2.0,2.0,1.0,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,83,101,307,21,13.0,24.0,35.0,30.0,59.0,39.0,36.0,25.0,27.0,4.0,130.0,171.0,15.0,16.0,24.0,19.0,,
Opposition,Opposition,182,62,76,258,15,9.0,37.0,28.0,26.0,51.0,43.0,30.0,27.0,25.0,2.0,119.0,139.0,10.0,14.0,38.0,7.0,,
