St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Armitage, David",11,4,12,23,,1.0,,9.0,3.0,4.0,1.0,6.0,2.0,3.0,,10.0,13.0,1.0,,1.0,3.0,2.0,79.0
26,"Dal Santo, Nick",9,5,12,21,1,,,3.0,5.0,3.0,2.0,2.0,,,,12.0,9.0,1.0,1.0,4.0,,,84.0
24,"Dempster, Sean",8,3,3,11,,,,,5.0,,,1.0,,1.0,,2.0,8.0,1.0,,6.0,2.0,,88.0
8,"Dennis-Lane, Trent",5,4,2,7,2,,,2.0,,2.0,,,1.0,,,3.0,4.0,1.0,2.0,,,,89.0
14,"Geary, Jarryn",13,5,6,19,,,,2.0,6.0,1.0,1.0,,1.0,,,6.0,11.0,1.0,,2.0,2.0,,92.0
33,"Gwilt, James",6,1,4,10,,,,3.0,1.0,1.0,,2.0,,,,4.0,6.0,,,5.0,,,87.0
7,"Hayes, Lenny",9,2,16,25,,,,4.0,2.0,4.0,6.0,2.0,1.0,,,12.0,13.0,,,,,,81.0
1,"Hickey, Tom",2,1,5,7,,,12.0,2.0,,,2.0,2.0,1.0,1.0,,6.0,2.0,1.0,,,,1.0,92.0
4,"Jones, Clinton",6,5,11,17,1,,,4.0,,2.0,,1.0,,,,7.0,11.0,,,1.0,1.0,,88.0
9,"Lee, Tom",6,6,2,8,3,1.0,,,,1.0,,2.0,1.0,1.0,,4.0,4.0,2.0,4.0,3.0,,,86.0
5,"McEvoy, Ben",8,7,8,16,1,,15.0,3.0,2.0,,4.0,,,,,9.0,7.0,2.0,,3.0,,,81.0
32 ↑,"Milera, Terry",4,2,1,5,,,,,1.0,2.0,,1.0,,,,2.0,3.0,,,1.0,2.0,,24.0
11,"Montagna, Leigh",24,2,7,31,,,,7.0,1.0,5.0,3.0,4.0,,1.0,,6.0,22.0,,,2.0,2.0,1.0,85.0
30,"Murdoch, Brodie",7,3,6,13,,,,5.0,1.0,1.0,,1.0,2.0,,,6.0,6.0,1.0,,,2.0,,77.0
16,"Newnes, Jack",8,3,10,18,,,,6.0,1.0,1.0,1.0,1.0,,,,6.0,12.0,,,1.0,,,89.0
22,"Ray, Farren",12,4,6,18,,1.0,,8.0,1.0,1.0,2.0,6.0,,3.0,,6.0,12.0,1.0,1.0,1.0,,,90.0
17,"Roberton, Dylan",8,2,6,14,,,,5.0,3.0,2.0,1.0,1.0,1.0,,,6.0,8.0,,,4.0,1.0,,85.0
21,"Saad, Ahmed",6,1,3,9,2,,,3.0,2.0,,,2.0,,1.0,,4.0,4.0,,,,,,86.0
35,"Saunders, Josh",8,1,9,17,1,,,2.0,1.0,3.0,2.0,4.0,2.0,,,10.0,6.0,,,3.0,1.0,1.0,76.0
28,"Stanley, Rhys",4,1,2,6,,,,4.0,1.0,1.0,,2.0,,2.0,,2.0,5.0,,,3.0,,1.0,95.0
3,"Steven, Jack",14,3,12,26,,,,4.0,4.0,6.0,6.0,3.0,2.0,,,10.0,16.0,,,,6.0,2.0,78.0
34 ↓,"Wright, Nathan",3,3,6,9,,,,1.0,,,,1.0,,1.0,,2.0,7.0,1.0,,4.0,1.0,,69.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,68,149,330,11,4.0,27.0,77.0,40.0,40.0,31.0,44.0,14.0,14.0,,135.0,189.0,13.0,8.0,44.0,23.0,8.0,
Opposition,Opposition,237,126,202,439,15,10.0,38.0,47.0,29.0,56.0,40.0,37.0,14.0,14.0,6.0,141.0,307.0,12.0,15.0,34.0,21.0,13.0,
