Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
11,"Banner, Mitchell",21y 62d,15 (4-0-11 26.67%),10 (0.67),←,
10,"Boak, Travis",23y 5d,86 (36-0-50 41.86%),43 (0.50),←,
5,"Broadbent, Matthew",21y 5d,30 (8-0-22 26.67%),8 (0.27),←,
1,"Cassisi, Domenic",28y 318d,180 (93-1-86 51.94%),71 (0.39),←,
35,"Cornes, Chad",31y 267d,239 (133-1-105 55.86%),175 (0.73),←,
18,"Cornes, Kane",28y 213d,222 (116-1-105 52.48%),81 (0.36),←,
41,"Davenport, Jason",25y 336d,28 (10-0-18 35.71%),29 (1.04),←,
33,"Ebert, Brett",27y 261d,148 (67-1-80 45.61%),214 (1.45),←,
17,"Gray, Robbie",23y 129d,64 (24-0-40 37.50%),94 (1.47),←,
8,"Hartlett, Hamish",20y 357d,31 (8-0-23 25.81%),14 (0.45),←,
2,"Hitchcock, Cameron",21y 34d,28 (8-0-20 28.57%),28 (1.00),←,
16,"Jacobs, Ben",19y 209d,10 (1-0-9 10.00%),2 (0.20),←,
23,"Lobbe, Matthew",22y 175d,9 (2-0-7 22.22%),,←,
13,"OShea, Cameron",19y 146d,16 (2-0-14 12.50%),3 (0.19),←,
6,"Pearce, Danyle",25y 121d,130 (53-0-77 40.77%),72 (0.55),←,
36,"Pettigrew, Michael",26y 143d,103 (44-0-59 42.72%),25 (0.24),←,
29,"Pittard, Jasper",20y 127d,13 (2-0-11 15.38%),2 (0.15),←,
3,"Salopek, Steven",26y 46d,117 (54-0-63 46.15%),51 (0.44),←,
19,"Salter, Nick",24y 7d,20 (6-0-14 30.00%),12 (0.60),←,
43,"Stewart, Daniel",22y 280d,22 (4-0-18 18.18%),19 (0.86),←,
12,"Trengove, Jackson",20y 277d,37 (9-0-28 24.32%),5 (0.14),←,
39,"Westhoff, Justin",24y 309d,85 (35-0-50 41.18%),111 (1.31),←,
Totals,Totals,23y 323d,1633 (719-4-910 44.03%),1069 (0.65),,
C,"Primus, Matthew",36y 206d,25 (7-0-18 28.00%),,←,
