Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",28y 71d,121 (80-1-40 66.53%),195 (1.61),←,
21,"Barlow, Michael",27y 281d,113 (75-1-37 66.81%),75 (0.66),←,
3,"Dawson, Zac",29y 215d,146 (94-4-48 65.75%),7 (0.05),69 (48-1-20 70.29%),3 (0.04)
9,"de Boer, Matt",25y 199d,134 (77-1-56 57.84%),47 (0.35),←,
7,"Fyfe, Nat",24y 7d,112 (72-1-39 64.73%),95 (0.85),←,
12,"Griffin, Jonathon",29y 254d,77 (42-0-35 54.55%),27 (0.35),36 (21-0-15 58.33%),20 (0.56)
32,"Hill, Stephen",25y 147d,151 (89-0-62 58.94%),100 (0.66),←,
5,"Ibbotson, Garrick",27y 194d,151 (81-1-69 53.97%),22 (0.15),←,
37,"Johnson, Michael",30y 340d,205 (115-1-89 56.34%),63 (0.31),←,
23,"Mayne, Chris",26y 327d,150 (91-1-58 61.00%),178 (1.19),←,
16,"Mundy, David",30y 67d,233 (132-1-100 56.87%),92 (0.39),←,
13,"Mzungu, Tendai",29y 209d,97 (59-1-37 61.34%),54 (0.56),←,
27,"Neale, Lachie",22y 124d,70 (45-0-25 64.29%),36 (0.51),←,
29,"Pavlich, Matthew",33y 268d,335 (167-0-168 49.85%),669 (2.00),←,
6,"Pearce, Danyle",29y 171d,226 (111-2-113 49.56%),119 (0.53),72 (52-1-19 72.92%),43 (0.60)
31,"Sandilands, Aaron",32y 293d,239 (135-0-104 56.49%),92 (0.38),←,
11,"Sheridan, Tom",21y 332d,38 (27-0-11 71.05%),14 (0.37),←,
34,"Spurr, Lee",28y 60d,82 (62-1-19 76.22%),5 (0.06),←,
8,"Suban, Nick",25y 139d,129 (75-1-53 58.53%),52 (0.40),←,
33,"Sutcliffe, Cam",23y 125d,68 (50-1-17 74.26%),14 (0.21),←,
20,"Taberner, Matthew",22y 100d,28 (19-0-9 67.86%),23 (0.82),←,
10,"Walters, Michael",24y 261d,72 (49-1-22 68.75%),141 (1.96),←,
Totals,Totals,27y 91d,2977 (1747-19-1211 58.68%),2120 (0.71),,
C,"Lyon, Ross",48y 321d,218 (143-5-70 66.74%),,97 (67-1-29 69.59%),
