Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
38,"Byrne, Ciaran",10,4,9,19,,,,1.0,3.0,2.0,1.0,2.0,1.0,1.0,,6.0,12.0,,,4.0,,,70.0
41,"Casboult, Levi",4,4,3,7,,1.0,,1.0,,,,3.0,2.0,1.0,,6.0,2.0,2.0,1.0,,,,85.0
9,"Cripps, Patrick",4,4,17,21,,,4.0,5.0,,,5.0,1.0,1.0,,,11.0,10.0,,,,,,84.0
35,"Curnow, Ed",12,5,11,23,,,,12.0,2.0,2.0,1.0,1.0,3.0,1.0,,10.0,12.0,,,1.0,,,89.0
15,"Docherty, Sam",12,7,11,23,,,,4.0,5.0,1.0,1.0,4.0,,3.0,,5.0,14.0,1.0,,1.0,2.0,,93.0
33,"Everitt, Andrejs",7,5,3,10,,,2.0,2.0,,5.0,2.0,4.0,,1.0,,5.0,6.0,,,4.0,,,87.0
4,"Gibbs, Bryce",15,5,7,22,2,1.0,2.0,4.0,2.0,5.0,4.0,2.0,2.0,1.0,,10.0,13.0,,3.0,,,,79.0
11,"Kerridge, Sam",8,5,12,20,,2.0,,1.0,1.0,2.0,2.0,3.0,,2.0,,4.0,16.0,,1.0,1.0,,1.0,92.0
8,"Kreuzer, Matthew",5,3,4,9,,,16.0,5.0,,1.0,,,,,,6.0,3.0,2.0,,,,,75.0
13,"Lamb, Jed",12,7,8,20,1,,,3.0,1.0,2.0,1.0,1.0,1.0,,,4.0,16.0,,2.0,1.0,,,82.0
34,"Phillips, Andrew",6,2,6,12,1,,9.0,1.0,2.0,1.0,2.0,2.0,,2.0,,5.0,7.0,,1.0,4.0,,,62.0
20,"Plowman, Lachie",3,5,11,14,,,,3.0,2.0,,,,,,,5.0,9.0,1.0,,3.0,,,86.0
17,"Rowe, Sam",7,5,1,8,,,,2.0,1.0,,,2.0,,1.0,,,8.0,,,8.0,,,100.0
2,"Silvagni, Jack",11,6,4,15,,1.0,,4.0,,4.0,2.0,1.0,,,,7.0,8.0,2.0,2.0,,,1.0,78.0
6,"Simpson, Kade",21,6,7,28,,,,2.0,4.0,1.0,1.0,1.0,2.0,,2.0,6.0,20.0,,,2.0,2.0,1.0,94.0
19,"Sumner, Liam",6,3,,6,,,,3.0,,1.0,1.0,1.0,3.0,1.0,,4.0,4.0,,1.0,4.0,,1.0,85.0
39,"Thomas, Dale",13,4,9,22,,,1.0,1.0,3.0,3.0,6.0,1.0,2.0,1.0,,10.0,12.0,,,,1.0,,78.0
42,"Tuohy, Zach",9,3,3,12,,,,4.0,2.0,2.0,,3.0,,1.0,,1.0,10.0,,,1.0,,,77.0
1,"Walker, Andrew",7,3,5,12,,1.0,,1.0,1.0,3.0,,3.0,,1.0,,5.0,7.0,1.0,2.0,1.0,,,83.0
23,"Weitering, Jacob",5,5,5,10,,,,,1.0,1.0,,,,,,2.0,8.0,1.0,,,,,65.0
43,"White, Simon",6,5,4,10,1,,,1.0,,4.0,,2.0,1.0,,,5.0,6.0,,,1.0,,1.0,76.0
46,"Wright, Matthew",16,5,8,24,1,,,2.0,1.0,4.0,3.0,2.0,,,,10.0,14.0,,1.0,1.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,101,148,347,6,9.0,34.0,62.0,31.0,44.0,32.0,39.0,18.0,17.0,2.0,127.0,217.0,10.0,14.0,37.0,5.0,5.0,
Opposition,Opposition,195,96,170,365,8,9.0,24.0,67.0,36.0,41.0,28.0,39.0,17.0,18.0,4.0,119.0,245.0,15.0,12.0,50.0,4.0,4.0,
