Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",17,2,12,29,,1.0,,9.0,5.0,1.0,3.0,3.0,2.0,1.0,,16.0,12.0,,,2.0,4.0,,95.0
11,"Bennell, Harley",14,3,9,23,1,,,1.0,5.0,2.0,2.0,1.0,,1.0,,8.0,13.0,,,4.0,,,88.0
30,"Brown, Campbell",7,5,3,10,,,,7.0,,2.0,,2.0,1.0,1.0,,8.0,5.0,1.0,2.0,4.0,,,92.0
28,"Caddy, Josh",13,3,14,27,,1.0,,2.0,2.0,3.0,3.0,3.0,1.0,,,12.0,15.0,,,,1.0,,74.0
12,"Day, Sam",4,4,8,12,,,1.0,1.0,,1.0,,1.0,1.0,,,6.0,6.0,,,,,,86.0
42,"Horsley, Kyal",14,3,13,27,,3.0,,7.0,2.0,3.0,5.0,4.0,,,,9.0,17.0,,,1.0,3.0,,68.0
7,"Hunt, Karmichael",5,3,13,18,,1.0,,3.0,1.0,3.0,1.0,3.0,,2.0,,9.0,11.0,,,3.0,,,69.0
36,"Iles, Sam",18,6,11,29,,1.0,,1.0,3.0,7.0,4.0,3.0,1.0,1.0,,10.0,17.0,1.0,,3.0,,,95.0
19,"Lynch, Tom",5,5,7,12,1,,1.0,1.0,,1.0,,3.0,2.0,1.0,,4.0,10.0,1.0,2.0,5.0,,,88.0
51,"McQualter, Andrew",8,2,12,20,,,,,2.0,1.0,2.0,1.0,,,,7.0,13.0,,1.0,,,,73.0
41,"Prestia, Dion",13,3,10,23,1,,,5.0,1.0,1.0,1.0,2.0,,,,5.0,18.0,,,3.0,4.0,,72.0
35,"Rischitelli, Michael",3,1,6,9,,,,3.0,1.0,,,2.0,,,,5.0,4.0,,,2.0,,,74.0
8,"Russell, Luke",7,3,7,14,,,,6.0,2.0,2.0,,2.0,1.0,1.0,,4.0,10.0,,,3.0,2.0,,82.0
37 ↑,"Sexton, Alex",6,2,,6,,,,,,1.0,,1.0,1.0,1.0,,1.0,5.0,,,1.0,,1.0,26.0
26,"Shaw, Matt",11,3,16,27,,1.0,,1.0,4.0,1.0,4.0,5.0,,1.0,1.0,13.0,14.0,,,4.0,,,90.0
2,"Smith, Zac",4,3,12,16,1,,20.0,1.0,,1.0,3.0,2.0,,,,7.0,8.0,1.0,1.0,4.0,,1.0,90.0
25,"Stanley, Danny",17,7,11,28,,1.0,,3.0,1.0,2.0,2.0,5.0,1.0,1.0,,8.0,19.0,,1.0,3.0,,1.0,98.0
48 ↓,"Tape, Seb",4,2,3,7,,,,,,,,2.0,,2.0,,1.0,4.0,,,1.0,,,69.0
21,"Taylor, Jeremy",4,3,7,11,,,,4.0,3.0,1.0,,1.0,,1.0,,5.0,7.0,,,4.0,,,96.0
16,"Thompson, Rory",8,3,3,11,,,5.0,3.0,3.0,,1.0,2.0,2.0,,,5.0,5.0,1.0,,7.0,,,88.0
14,"Warnock, Matthew",12,5,9,21,,,,3.0,2.0,,,4.0,,1.0,,6.0,15.0,,,8.0,,,94.0
38,"Wilkinson, Joel",3,3,6,9,,,,2.0,,1.0,1.0,,,,,3.0,6.0,,,6.0,,,95.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,74,192,389,4,10.0,27.0,63.0,37.0,34.0,32.0,52.0,13.0,15.0,1.0,152.0,234.0,5.0,7.0,68.0,14.0,3.0,
Opposition,Opposition,220,66,134,354,9,18.0,44.0,87.0,26.0,56.0,37.0,45.0,15.0,13.0,5.0,159.0,186.0,8.0,5.0,52.0,4.0,3.0,
