Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",28y 119d,109 (52-1-56 48.17%),39 (0.36),87 (44-1-42 51.15%),31 (0.36)
30,"Bourke, David",21y 136d,39 (24-0-15 61.54%),10 (0.26),←,
22,"Bower, Nathan",24y 351d,64 (32-1-31 50.78%),21 (0.33),←,
17,"Broderick, Paul",27y 142d,171 (82-1-88 48.25%),122 (0.71),78 (43-1-34 55.77%),42 (0.54)
21,"Bulluss, Paul",27y 122d,67 (26-1-40 39.55%),17 (0.25),←,
9,"Campbell, Wayne",24y 244d,128 (56-1-71 44.14%),78 (0.61),←,
15,"Charles, Justin",26y 239d,80 (42-2-36 53.75%),56 (0.70),44 (24-1-19 55.68%),32 (0.73)
10,"Daffy, Nick",24y 14d,76 (42-1-33 55.92%),106 (1.39),←,
19,"Evans, Brett",24y 364d,1 (0-0-1 0.00%),,←,
27,"Funcke, Ross",19y 190d,11 (4-0-7 36.36%),,←,
25,"Gale, Brendon",28y 311d,151 (63-1-87 42.05%),167 (1.11),←,
1,"Gale, Michael",30y 155d,171 (76-1-94 44.74%),45 (0.26),66 (35-1-30 53.79%),16 (0.24)
2,"Gaspar, Darren",21y 5d,50 (21-0-29 42.00%),2 (0.04),29 (14-0-15 48.28%),1 (0.03)
16,"Holland, Ben",20y 15d,20 (10-0-10 50.00%),9 (0.45),←,
3,"Kellaway, Duncan",24y 97d,86 (44-1-41 51.74%),,←,
28,"Moore, Ben",19y 325d,5 (3-0-2 60.00%),2 (0.40),←,
6,"Naish, Chris",25y 240d,138 (58-1-79 42.39%),206 (1.49),←,
26,"Nichols, Trent",28y 48d,101 (40-1-60 40.10%),96 (0.95),64 (20-0-44 31.25%),54 (0.84)
7,"Prescott, Ashley",24y 256d,55 (29-1-25 53.64%),8 (0.15),←,
5,"Tape, Jamie",23y 50d,73 (39-1-33 54.11%),4 (0.05),←,
41,"Turner, Scott",26y 359d,112 (45-0-67 40.18%),32 (0.29),←,
Totals,Totals,24y 319d,1708 (788-15-905 46.14%),1020 (0.60),,
C,"Walls, Robert",46y 308d,339 (160-2-177 47.49%),,31 (15-0-16 48.39%),
