Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",34y 148d,306 (180-0-126 58.82%),143 (0.47),←,
16,"Brown, Leigh",25y 177d,169 (71-1-97 42.31%),74 (0.44),106 (52-1-53 49.53%),54 (0.51)
43,"Campbell, Matt",20y 210d,13 (8-0-5 61.54%),10 (0.77),←,
24,"Firrito, Michael",23y 265d,78 (41-0-37 52.56%),12 (0.15),←,
6,"Grant, Shannon",30y 122d,275 (154-2-119 56.36%),323 (1.17),217 (122-1-94 56.45%),285 (1.31)
15,"Green, Kasey",27y 343d,90 (37-1-52 41.67%),23 (0.26),36 (16-0-20 44.44%),15 (0.42)
31,"Hale, David",23y 89d,74 (32-0-42 43.24%),41 (0.55),←,
4,"Harris, Daniel",25y 101d,111 (55-1-55 50.00%),33 (0.30),←,
29,"Harvey, Brent",29y 97d,236 (132-1-103 56.14%),273 (1.16),←,
21,"Jones, Corey",26y 174d,123 (58-0-65 47.15%),163 (1.33),←,
1,"McIntosh, Hamish",22y 349d,38 (17-0-21 44.74%),15 (0.39),←,
42,"McMahon, Scott",21y 78d,11 (7-0-4 63.64%),11 (1.00),←,
20,"Petrie, Drew",24y 308d,126 (61-1-64 48.81%),103 (0.82),←,
30,"Pratt, Daniel",24y 151d,58 (30-0-28 51.72%),4 (0.07),55 (29-0-26 52.73%),3 (0.05)
3,"Rawlings, Brady",26y 70d,153 (79-0-74 51.63%),53 (0.35),←,
32,"Sansbury, Eddie",23y 266d,34 (11-0-23 32.35%),13 (0.38),←,
7,"Simpson, Adam",31y 184d,262 (153-1-108 58.59%),73 (0.28),←,
9,"Sinclair, Jess",28y 358d,181 (73-1-107 40.61%),69 (0.38),131 (60-1-70 46.18%),43 (0.33)
10,"Smith, Jesse",20y 324d,21 (13-0-8 61.90%),2 (0.10),←,
19,"Swallow, Andrew",20y 78d,32 (15-0-17 46.88%),9 (0.28),←,
36,"Watt, Shannon",26y 266d,126 (64-1-61 51.19%),8 (0.06),←,
8,"Wells, Daniel",22y 197d,97 (47-1-49 48.97%),55 (0.57),←,
Totals,Totals,25y 181d,2614 (1338-11-1265 51.19%),1510 (0.58),,
C,"Laidley, Dani",40y 145d,109 (53-1-55 49.08%),,←,
