Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bowden, Joel",10,3,5,15,1,2.0,,3.0,2.0,2.0,2.0,,1.0,,,,,,,,,,
22,"Bower, Nathan",3,1,4,7,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
17,"Broderick, Paul",12,2,15,27,1,2.0,,3.0,2.0,6.0,2.0,,,1.0,,,,,,,,,
21,"Bulluss, Paul",9,6,7,16,,,6.0,,2.0,,1.0,,1.0,,,,,,,,,,
9,"Campbell, Wayne",14,3,14,28,2,,1.0,3.0,1.0,6.0,5.0,1.0,1.0,2.0,,,,,,,,,
6,"Chaffey, Mark",7,1,,7,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,
10,"Daffy, Nick",13,2,3,16,2,1.0,,3.0,1.0,5.0,,1.0,2.0,2.0,,,,,,,,,
19,"Evans, Brett",5,5,7,12,1,1.0,,2.0,,3.0,,1.0,,,,,,,,,,,
27,"Funcke, Ross",1,1,,1,,,,3.0,,,,,,,,,,,,,,,
25,"Gale, Brendon",2,,8,10,,,14.0,2.0,,,4.0,,3.0,1.0,,,,,,,,,
1,"Gale, Michael",9,2,9,18,,,,2.0,1.0,2.0,3.0,,1.0,2.0,,,,,,,,,
2,"Gaspar, Darren",5,1,8,13,,,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,
20,"Harrison, Ben",2,1,,2,,,1.0,1.0,,,,,,2.0,,,,,,,,,
16,"Holland, Ben",10,2,8,18,1,,12.0,2.0,1.0,3.0,6.0,1.0,2.0,2.0,,,,,,,,,
39,"Kellaway, Andrew",4,3,1,5,,,,4.0,1.0,,1.0,1.0,,,,,,,,,,,
33,"Knights, Matthew",16,4,7,23,1,,,4.0,2.0,6.0,1.0,2.0,1.0,2.0,,,,,,,,,
13,"Powell, Robert",7,1,7,14,1,,,3.0,1.0,5.0,,,,1.0,,,,,,,,,
7,"Prescott, Ashley",7,2,5,12,2,,,3.0,,5.0,4.0,,2.0,,,,,,,,,,
12,"Richardson, Matthew",11,5,1,12,4,5.0,,1.0,,,,2.0,,2.0,,,,,,,,,
4,"Rogers, Matthew",11,5,5,16,,1.0,,4.0,1.0,4.0,2.0,2.0,,,,,,,,,,,
29,"Torney, Jason",7,1,4,11,,,,2.0,2.0,1.0,,,,2.0,,,,,,,,,
41,"Turner, Scott",7,2,6,13,,,,4.0,6.0,,,1.0,3.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,53,124,296,16,14.0,36.0,50.0,26.0,54.0,34.0,17.0,21.0,22.0,,,,,,,,,
Opposition,Opposition,188,72,137,325,21,11.0,41.0,37.0,37.0,55.0,46.0,26.0,22.0,21.0,6.0,,,,,,,,
