Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
1,"Charles, Sean",21y 364d,33 (12-0-21 36.36%),52 (1.58),←,
23,"Clarkson, Alastair",29y 20d,123 (50-2-71 41.46%),81 (0.66),30 (8-0-22 26.67%),20 (0.67)
31,"Cockatoo-Collins, Don",19y 46d,4 (0-0-4 0.00%),,←,
33,"Farmer, Jeff",19y 327d,32 (7-0-25 21.88%),50 (1.56),←,
20,"Febey, Matthew",27y 271d,100 (43-0-57 43.00%),27 (0.27),←,
21,"Febey, Steven",27y 271d,168 (87-0-81 51.79%),23 (0.14),←,
32,"Gaspar, Damien",22y 50d,24 (6-0-18 25.00%),,←,
15,"Hopgood, Paul",23y 300d,67 (30-0-37 44.78%),6 (0.09),←,
27,"Ingerson, Anthony",27y 216d,63 (23-0-40 36.51%),39 (0.62),26 (7-0-19 26.92%),14 (0.54)
36,"Leoncelli, Andrew",22y 304d,14 (3-0-11 21.43%),3 (0.21),←,
17,"Lovett, Brett",30y 362d,225 (119-1-105 53.11%),45 (0.20),←,
35,"McDonald, Anthony",24y 338d,5 (0-0-5 0.00%),2 (0.40),←,
18,"Nettelbeck, Craig",24y 356d,73 (18-2-53 26.03%),39 (0.53),28 (8-0-20 28.57%),12 (0.43)
38,"OBrien, Darren",28y 56d,14 (3-0-11 21.43%),7 (0.50),←,
4,"Obst, Andrew",32y 271d,138 (68-0-70 49.28%),58 (0.42),←,
16,"Pyman, Robert",25y 223d,29 (12-0-17 41.38%),13 (0.45),8 (1-0-7 12.50%),4 (0.50)
10,"Seecamp, Marcus",24y 294d,91 (32-0-59 35.16%),15 (0.16),40 (14-0-26 35.00%),5 (0.13)
11,"Stynes, Jim",31y 24d,230 (119-1-110 51.96%),125 (0.54),←,
12,"Viney, Todd",31y 48d,180 (88-1-91 49.17%),64 (0.36),←,
22,"Woewodin, Shane",20y 309d,8 (1-0-7 12.50%),1 (0.13),←,
13,"Yze, Adem",19y 238d,33 (11-0-22 33.33%),14 (0.42),←,
Totals,Totals,25y 206d,1654 (732-7-915 44.26%),664 (0.40),,
C,"Balme, Neil",45y 122d,97 (41-0-56 42.27%),,←,
