Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
31,"Batchelor, Jake",19y 83d,6 (2-1-3 41.67%),,←,
30,"Conca, Reece",18y 268d,7 (3-1-3 50.00%),,←,
9,"Cotchin, Trent",21y 30d,49 (21-1-27 43.88%),23 (0.47),←,
3,"Deledio, Brett",24y 19d,135 (49-4-82 37.78%),93 (0.69),←,
10,"Edwards, Shane",22y 194d,76 (22-4-50 31.58%),37 (0.49),←,
41,"Foley, Nathan",25y 241d,95 (31-3-61 34.21%),22 (0.23),←,
25,"Graham, Angus",24y 21d,40 (12-2-26 32.50%),14 (0.35),←,
6,"Grigg, Shaun",23y 18d,50 (21-1-28 43.00%),12 (0.24),7 (3-1-3 50.00%),2 (0.29)
48,"Grimes, Dylan",19y 295d,6 (3-0-3 50.00%),,←,
14,"Houli, Bachar",22y 360d,33 (13-2-18 42.42%),11 (0.33),7 (3-1-3 50.00%),2 (0.29)
23,"Jackson, Daniel",25y 12d,89 (27-3-59 32.02%),25 (0.28),←,
28,"King, Jake",27y 42d,62 (17-4-41 30.65%),34 (0.55),←,
4,"Martin, Dustin",19y 315d,28 (9-1-18 33.93%),22 (0.79),←,
16,"McGuane, Luke",24y 84d,75 (23-3-49 32.67%),4 (0.05),←,
13,"Miller, Brad",27y 305d,137 (47-2-88 35.04%),92 (0.67),4 (3-0-1 75.00%),3 (0.75)
26,"Nahas, Robin",23y 178d,40 (10-2-28 27.50%),41 (1.02),←,
22,"Nason, Ben",21y 338d,22 (9-0-13 40.91%),16 (0.73),←,
17,"Newman, Chris",28y 354d,182 (59-4-119 33.52%),25 (0.14),←,
18,"Rance, Alex",21y 210d,29 (5-1-23 18.97%),7 (0.24),←,
8,"Riewoldt, Jack",22y 188d,75 (25-3-47 35.33%),160 (2.13),←,
29,"Vickery, Ty",20y 341d,30 (10-2-18 36.67%),18 (0.60),←,
35,"White, Matt",24y 22d,77 (29-4-44 40.26%),38 (0.49),←,
Totals,Totals,23y 45d,1343 (447-48-848 33.28%),694 (0.52),,
C,"Hardwick, Damien",38y 262d,29 (9-1-19 32.76%),,←,
