West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
14,"Brennan, Michael",25y 350d,90 (51-1-38 57.22%),12 (0.13),←,
36,"Hart, David",27y 103d,86 (51-1-34 59.88%),68 (0.79),←,
1,"Heady, Brett",21y 161d,32 (24-1-7 76.56%),44 (1.38),←,
34,"Irving, Dean",24y 286d,28 (22-1-5 80.36%),5 (0.18),←,
27,"Jackson, Stevan",21y 97d,35 (21-0-14 60.00%),66 (1.89),←,
48,"Jakovich, Glen",18y 82d,2 (2-0-0 100.00%),2 (1.00),←,
2,"Kemp, Dean",22y 117d,32 (24-1-7 76.56%),10 (0.31),←,
5,"Lamb, Dwayne",29y 176d,95 (56-1-38 59.47%),33 (0.35),←,
19,"Langdon, Karl",23y 78d,61 (39-1-21 64.75%),75 (1.23),←,
28,"Lewis, Chris",22y 89d,81 (47-1-33 58.64%),102 (1.26),←,
3,"Mainwaring, Chris",25y 169d,92 (54-1-37 59.24%),41 (0.45),←,
30,"Matera, Peter",22y 72d,17 (15-0-2 88.24%),22 (1.29),←,
53,"McIntosh, Ashley",18y 237d,3 (3-0-0 100.00%),3 (1.00),←,
17,"McKenna, Guy",22y 34d,76 (46-1-29 61.18%),5 (0.07),←,
10,"Pyke, Don",22y 191d,31 (16-0-15 51.61%),19 (0.61),←,
4,"Sumich, Peter",23y 154d,53 (31-1-21 59.43%),195 (3.68),←,
7,"Turley, Craig",25y 294d,44 (27-1-16 62.50%),32 (0.73),←,
39,"Waterman, Chris",22y 268d,35 (21-1-13 61.43%),29 (0.83),←,
9,"Wilson, Peter",27y 211d,83 (41-0-42 49.40%),65 (0.78),29 (24-0-5 82.76%),26 (0.90)
24,"Worsfold, John",22y 262d,85 (52-1-32 61.76%),13 (0.15),←,
Totals,Totals,23y 172d,1061 (643-14-404 60.60%),841 (0.79),,
C,"Malthouse, Mick",37y 301d,173 (96-3-74 56.36%),,38 (29-1-8 77.63%),
