Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
17,"Beams, Dayne",22y 188d,78 (60-2-16 78.21%),86 (1.10),←,
11,"Blair, Jarryd",22y 126d,55 (45-1-9 82.73%),48 (0.87),←,
16,"Brown, Nathan",23y 245d,63 (41-1-21 65.87%),6 (0.10),←,
9,"Clarke, Martin",24y 279d,63 (39-0-24 61.90%),16 (0.25),←,
32,"Cloke, Travis",25y 166d,169 (111-2-56 66.27%),269 (1.59),←,
31,"Dawes, Chris",24y 94d,67 (53-1-13 79.85%),81 (1.21),←,
4,"Didak, Alan",29y 185d,209 (133-1-75 63.88%),271 (1.30),←,
35,"Elliott, Jamie",19y 363d,12 (9-0-3 75.00%),6 (0.50),←,
1,"Fasolo, Alex",20y 71d,32 (25-0-7 78.13%),38 (1.19),←,
18,"Jolly, Darren",30y 286d,224 (131-4-89 59.38%),117 (0.52),58 (45-2-11 79.31%),47 (0.81)
8,"Lumumba, Heritier",25y 277d,154 (105-2-47 68.83%),16 (0.10),←,
5,"Maxwell, Nick",29y 76d,177 (114-2-61 64.97%),28 (0.16),←,
48,"Mooney, Caolan",19y 206d,4 (2-0-2 50.00%),1 (0.25),←,
10,"Pendlebury, Scott",24y 224d,143 (98-2-43 69.23%),93 (0.65),←,
20,"Reid, Ben",23y 111d,68 (48-2-18 72.06%),5 (0.07),←,
40,"Seedsman, Paul",20y 209d,10 (7-0-3 70.00%),2 (0.20),←,
39,"Shaw, Heath",26y 265d,148 (96-2-50 65.54%),34 (0.23),←,
22,"Sidebottom, Steele",21y 229d,80 (62-2-16 78.75%),65 (0.81),←,
28,"Sinclair, Ben",20y 322d,21 (16-0-5 76.19%),15 (0.71),←,
2,"Tarrant, Chris",31y 335d,263 (128-0-135 48.67%),366 (1.39),191 (100-0-91 52.36%),306 (1.60)
13,"Thomas, Dale",25y 58d,147 (99-2-46 68.03%),118 (0.80),←,
21,"Wellingham, Sharrod",24y 42d,87 (65-2-20 75.86%),53 (0.61),←,
Totals,Totals,24y 148d,2274 (1487-28-759 65.39%),1734 (0.76),,
C,"Buckley, Nathan",40y 23d,20 (15-0-5 75.00%),,←,
