Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",27y 251d,94 (51-0-43 54.26%),5 (0.05),30 (22-0-8 73.33%),
15,"Amon, Karl",26y 268d,111 (67-0-44 60.36%),49 (0.44),←,
10,"Boak, Travis",33y 286d,315 (163-1-151 51.90%),190 (0.60),←,
3,"Burton, Ryan",25y 103d,104 (62-1-41 60.10%),11 (0.11),57 (37-0-20 64.91%),6 (0.11)
18,"Butters, Zak",21y 248d,57 (35-0-22 61.40%),32 (0.56),←,
33,"Byrne-Jones, Darcy",26y 236d,138 (82-0-56 59.42%),7 (0.05),←,
17,"Clurey, Tom",28y 52d,116 (71-0-45 61.21%),,←,
28,"Drew, Willem",23y 225d,43 (27-0-16 62.79%),8 (0.19),←,
7,"Duursma, Xavier",21y 311d,51 (35-0-16 68.63%),23 (0.45),←,
13,"Fantasia, Orazio",26y 242d,96 (46-1-49 48.44%),139 (1.45),16 (12-0-4 75.00%),28 (1.75)
24,"Farrell, Kane",23y 58d,36 (23-0-13 63.89%),30 (0.83),←,
11,"Finlayson, Jeremy",26y 94d,73 (40-3-30 56.85%),101 (1.38),7 (4-0-3 57.14%),11 (1.57)
45,"Frederick, Martin",21y 362d,10 (6-0-4 60.00%),2 (0.20),←,
19,"Georgiades, Mitch",20y 228d,37 (25-0-12 67.57%),50 (1.35),←,
9,"Gray, Robbie",34y 45d,261 (137-0-124 52.49%),361 (1.38),←,
25,"Hayes, Sam",22y 339d,5 (4-0-1 80.00%),,←,
5,"Houston, Dan",25y 2d,109 (69-0-40 63.30%),23 (0.21),←,
34,"Jones, Lachie",20y 35d,13 (8-0-5 61.54%),1 (0.08),←,
4,"Marshall, Todd",23y 218d,64 (45-0-19 70.31%),74 (1.16),←,
6,"Motlop, Steven",31y 63d,212 (136-2-74 64.62%),228 (1.08),77 (46-0-31 59.74%),53 (0.69)
2,"Powell-Pepper, Sam",24y 126d,101 (63-0-38 62.38%),58 (0.57),←,
20,"Rozee, Connor",22y 112d,68 (43-0-25 63.24%),62 (0.91),←,
16,"Wines, Ollie",27y 219d,190 (112-0-78 58.95%),85 (0.45),←,
Totals,Totals,25y 163d,2304 (1350-8-946 58.59%),1539 (0.67),,
C,"Hinkley, Ken",55y 226d,211 (125-0-86 59.24%),,←,
