Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",17,4,6,23,1,,,,,,,,1.0,2.0,,,,,,,,,
38,"Barrow, Gary",,1,1,1,,,,1.0,,,,,,1.0,,,,,,,,,
35,"Baxter, Darren",20,4,4,24,,,,,,,,,3.0,1.0,,,,,,,,,
6,"Campbell, Tony",7,2,,7,,,,1.0,,,,,1.0,,,,,,,,,,
20,"Coleman, Glenn",10,5,1,11,1,,4.0,,,,,,1.0,2.0,,,,,,,,,
11,"Corcoran, Shannon",3,1,,3,,,,1.0,,,,,,,,,,,,,,,
26,"Del-Re, Danny",8,2,2,10,1,3.0,,1.0,,,,,1.0,3.0,,,,,,,,,
29,"Grant, Chris",7,1,5,12,,1.0,,2.0,,,,,2.0,2.0,,,,,,,,,
7,"Hawkins, Doug",16,10,5,21,,1.0,,1.0,,,,,2.0,3.0,,,,,,,,,
4,"Kellett, Nigel",17,2,,17,,1.0,,,,,,,1.0,3.0,3.0,,,,,,,,
46,"Kretiuk, Steven",11,3,3,14,,,,3.0,,,,,1.0,1.0,,,,,,,,,
39,"Liberatore, Tony",11,2,7,18,,,,4.0,,,,,3.0,,2.0,,,,,,,,
27,"Macpherson, Stephen",19,2,1,20,2,2.0,,3.0,,,,,3.0,4.0,,,,,,,,,
25,"Mansfield, Matthew",16,3,1,17,1,,,2.0,,,,,4.0,1.0,,,,,,,,,
2,"Reynolds, Keenan",9,,,9,,,,,,,,,,2.0,,,,,,,,,
33,"Royal, Brian",10,,3,13,1,1.0,,3.0,,,,,1.0,,,,,,,,,,
17,"Standfield, Barry",6,2,1,7,,,,2.0,,,,,2.0,3.0,,,,,,,,,
8,"Toohey, Bernard",13,3,3,16,,,,2.0,,,,,3.0,2.0,,,,,,,,,
24,"Wallis, Stephen",20,4,,20,,,,1.0,,,,,5.0,7.0,1.0,,,,,,,,
15,"Wynd, Scott",8,4,14,22,,,18.0,,,,,,10.0,5.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,228,55,57,285,7,11.0,22.0,27.0,,,,,44.0,42.0,6.0,,,,,,,,
Opposition,Opposition,189,36,58,247,3,5.0,12.0,21.0,,,,,42.0,42.0,,,,,,,,,
