St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",25y 260d,110 (52-0-58 47.27%),29 (0.26),←,
36,"Bonner, Riley",27y 72d,103 (63-0-40 61.17%),14 (0.14),10 (3-0-7 30.00%),1 (0.10)
47,"Caminiti, Anthony",20y 161d,24 (10-0-14 41.67%),28 (1.17),←,
4,"Collard, Lance",19y 53d,2 (0-0-2 0.00%),,←,
15,"Dow, Paddy",24y 215d,74 (23-0-51 31.08%),22 (0.30),1 (0-0-1 0.00%),1 (1.00)
23,"Henry, Liam",22y 264d,47 (17-1-29 37.23%),16 (0.34),4 (1-0-3 25.00%),3 (0.75)
8,"Hill, Bradley",30y 314d,243 (141-0-102 58.02%),101 (0.42),94 (47-0-47 50.00%),22 (0.23)
20,"Howard, Dougal",28y 54d,124 (62-0-62 50.00%),15 (0.12),79 (39-0-40 49.37%),1 (0.01)
3,"Jones, Zak",29y 64d,141 (72-0-69 51.06%),35 (0.25),51 (23-0-28 45.10%),12 (0.24)
12,"King, Max",23y 316d,78 (37-0-41 47.44%),149 (1.91),←,
19,"Marshall, Rowan",28y 176d,120 (55-0-65 45.83%),55 (0.46),←,
10,"Owens, Mitch",20y 237d,40 (18-0-22 45.00%),41 (1.02),←,
33,"Paton, Ben",25y 212d,69 (33-0-36 47.83%),4 (0.06),←,
25,"Phillipou, Mattaes",19y 143d,33 (16-0-17 48.48%),17 (0.52),←,
43,"Sharman, Cooper",23y 298d,39 (17-0-22 43.59%),32 (0.82),←,
35,"Sinclair, Jack",29y 96d,174 (76-1-97 43.97%),58 (0.33),←,
9,"Steele, Jack",28y 157d,168 (73-1-94 43.75%),59 (0.35),151 (65-1-85 43.38%),50 (0.33)
7,"Wanganeen-Milera, Nasiah",21y 86d,51 (24-0-27 47.06%),5 (0.10),←,
29,"Webster, Jimmy",30y 325d,153 (61-1-91 40.20%),4 (0.03),←,
44,"Wilkie, Callum",28y 69d,119 (57-0-62 47.90%),1 (0.01),←,
22,"Wilson, Darcy",18y 274d,10 (3-0-7 30.00%),8 (0.80),←,
2,"Windhager, Marcus",21y 2d,46 (21-0-25 45.65%),6 (0.13),←,
32,"Wood, Mason",30y 248d,122 (62-0-60 50.82%),112 (0.92),57 (32-0-25 56.14%),36 (0.63)
Totals,Totals,25y 51d,2090 (993-4-1093 47.51%),811 (0.39),,
C,"Lyon, Ross",57y 192d,339 (188-5-146 56.19%),,155 (92-4-59 60.65%),
