Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",25y 176d,75 (37-0-38 49.33%),8 (0.11),←,
26,"Bickley, Mark",32y 301d,238 (118-0-120 49.58%),70 (0.29),←,
35,"Biglands, Rhett",24y 270d,36 (19-0-17 52.78%),8 (0.22),←,
10,"Bode, Matthew",22y 337d,40 (18-0-22 45.00%),33 (0.82),11 (7-0-4 63.64%),8 (0.73)
24,"Burton, Brett",24y 28d,54 (25-0-29 46.30%),61 (1.13),←,
4,"Clarke, Matthew",28y 256d,165 (79-2-84 48.48%),26 (0.16),35 (17-0-18 48.57%),7 (0.20)
11,"Doughty, Michael",22y 300d,15 (11-0-4 73.33%),9 (0.60),←,
9,"Edwards, Tyson",25y 299d,136 (69-0-67 50.74%),78 (0.57),←,
36,"Goodwin, Simon",25y 157d,105 (57-0-48 54.29%),50 (0.48),←,
34,"Hart, Ben",27y 327d,234 (117-1-116 50.21%),41 (0.18),←,
18,"Johncock, Graham",19y 223d,10 (7-0-3 70.00%),6 (0.60),←,
28,"Johnson, Kane",24y 78d,93 (48-0-45 51.61%),39 (0.42),←,
40,"Ladhams, Chris",21y 223d,13 (7-0-6 53.85%),5 (0.38),←,
3,"Massie, Kris",22y 2d,49 (30-0-19 61.22%),13 (0.27),6 (4-0-2 66.67%),1 (0.17)
16,"McGregor, Ken",21y 123d,37 (16-0-21 43.24%),17 (0.46),←,
23,"McLeod, Andrew",25y 301d,155 (79-0-76 50.97%),166 (1.07),←,
32,"Ricciuto, Mark",26y 358d,202 (96-1-105 47.77%),150 (0.74),←,
27,"Schell, Daniel",22y 132d,24 (8-0-16 33.33%),19 (0.79),8 (6-0-2 75.00%),8 (1.00)
7,"Smart, Nigel",33y 11d,238 (117-1-120 49.37%),108 (0.45),←,
20,"Stenglein, Tyson",21y 320d,50 (28-0-22 56.00%),9 (0.18),←,
19,"Stevens, Mark",26y 219d,96 (55-0-41 57.29%),73 (0.76),75 (39-0-36 52.00%),53 (0.71)
17,"Welsh, Scott",23y 176d,86 (51-0-35 59.30%),125 (1.45),50 (25-0-25 50.00%),95 (1.90)
Totals,Totals,24y 359d,2151 (1092-5-1054 50.77%),1114 (0.52),,
C,"Ayres, Gary",41y 246d,171 (93-1-77 54.68%),,55 (28-0-27 50.91%),
