St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",18y 316d,1 (0-0-1 0.00%),1 (1.00),←,
15,"Billings, Jack",21y 330d,58 (23-0-35 39.66%),43 (0.74),←,
22,"Brown, Nathan",28y 209d,146 (85-1-60 58.56%),7 (0.05),16 (9-0-7 56.25%),
27,"Bruce, Josh",25y 36d,82 (30-1-51 37.20%),121 (1.48),68 (29-1-38 43.38%),118 (1.74)
2,"Carlisle, Jake",25y 286d,101 (49-0-52 48.51%),59 (0.58),16 (9-0-7 56.25%),5 (0.31)
14,"Geary, Jarryn",29y 21d,157 (84-1-72 53.82%),25 (0.16),←,
19,"Gilbert, Sam",30y 329d,195 (110-5-80 57.69%),36 (0.18),←,
4,"Gresham, Jade",19y 324d,34 (19-0-15 55.88%),32 (0.94),←,
1,"Hickey, Tom",26y 130d,66 (21-1-44 32.58%),20 (0.30),54 (20-1-33 37.96%),15 (0.28)
21,"Long, Ben",19y 327d,4 (2-0-2 50.00%),,←,
13,"Lonie, Jack",20y 335d,36 (15-0-21 41.67%),27 (0.75),←,
36,"McKenzie, Daniel",21y 58d,20 (10-0-10 50.00%),2 (0.10),←,
11,"Montagna, Leigh",33y 254d,286 (152-5-129 54.02%),155 (0.54),←,
16,"Newnes, Jack",24y 140d,107 (40-1-66 37.85%),30 (0.28),←,
12,"Riewoldt, Nick",34y 270d,332 (166-6-160 50.90%),713 (2.15),←,
17,"Roberton, Dylan",26y 23d,118 (54-0-64 45.76%),19 (0.16),81 (32-0-49 39.51%),14 (0.17)
6,"Ross, Sebastian",24y 68d,75 (29-1-45 39.33%),12 (0.16),←,
5,"Savage, Shane",26y 190d,117 (62-1-54 53.42%),54 (0.46),61 (21-1-39 35.25%),17 (0.28)
35,"Sinclair, Jack",22y 152d,38 (17-0-21 44.74%),25 (0.66),←,
9,"Steele, Jack",21y 213d,31 (15-0-16 48.39%),12 (0.39),14 (7-0-7 50.00%),3 (0.21)
3,"Steven, Jack",27y 108d,148 (59-2-87 40.54%),94 (0.64),←,
25,"Stevens, Koby",26y 26d,84 (36-0-48 42.86%),39 (0.46),10 (6-0-4 60.00%),5 (0.50)
Totals,Totals,25y 89d,2236 (1078-25-1133 48.21%),1526 (0.68),,
C,"Richardson, Alan",52y 58d,83 (31-1-51 37.95%),,82 (31-1-50 38.41%),
