Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",21y 258d,24 (7-0-17 29.17%),1 (0.04),←,
18,"Cameron, Jeremy",22y 94d,64 (13-0-51 20.31%),157 (2.45),←,
35,"Corr, Aidan",21y 48d,24 (5-0-19 20.83%),1 (0.04),←,
44,"Downie, Tom",22y 68d,2 (0-0-2 0.00%),,←,
4,"Greene, Toby",21y 282d,66 (14-0-52 21.21%),29 (0.44),←,
32,"Griffen, Ryan",28y 342d,215 (104-1-110 48.60%),135 (0.63),13 (7-0-6 53.85%),5 (0.38)
2,"Hampton, Curtly",22y 116d,48 (6-0-42 12.50%),10 (0.21),←,
40,"Kennedy, Adam",22y 357d,59 (10-0-49 16.95%),4 (0.07),←,
37,"Lobb, Rory",22y 145d,4 (0-0-4 0.00%),2 (0.50),←,
34,"Marchbank, Caleb",18y 209d,2 (0-0-2 0.00%),,←,
25,"McCarthy, Cam",20y 94d,14 (8-0-6 57.14%),30 (2.14),←,
7,"Palmer, Rhys",26y 141d,102 (30-0-72 29.41%),74 (0.73),49 (9-0-40 18.37%),51 (1.04)
9,"Scully, Tom",24y 50d,98 (26-1-71 27.04%),33 (0.34),67 (13-0-54 19.40%),27 (0.40)
23,"Shaw, Heath",29y 219d,204 (123-2-79 60.78%),37 (0.18),31 (13-0-18 41.94%),
5,"Shiel, Dylan",22y 117d,63 (14-0-49 22.22%),32 (0.51),←,
10,"Smith, Devon",22y 45d,72 (16-0-56 22.22%),62 (0.86),←,
38,"Steele, Jack",19y 203d,2 (0-0-2 0.00%),,←,
36,"Stewart, James",21y 122d,14 (7-0-7 50.00%),15 (1.07),←,
17,"Treloar, Adam",22y 117d,71 (16-0-55 22.54%),45 (0.63),←,
8,"Ward, Callan",25y 85d,134 (47-0-87 35.07%),65 (0.49),74 (15-0-59 20.27%),32 (0.43)
6,"Whitfield, Lachie",20y 351d,42 (10-0-32 23.81%),19 (0.45),←,
29,"Williams, Zac",20y 287d,24 (5-0-19 20.83%),5 (0.21),←,
Totals,Totals,22y 253d,1348 (461-4-883 34.20%),756 (0.56),,
C,"Cameron, Leon",42y 305d,35 (13-0-22 37.14%),,←,
