Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Bannister, Jordan",10,8,5,15,,,1.0,,2.0,,,1.0,,,,5.0,10.0,1.0,,4.0,2.0,,100.0
40,"Bentick, Adam",5,3,8,13,,,,6.0,1.0,2.0,2.0,4.0,1.0,2.0,,6.0,7.0,,,1.0,1.0,,53.0
19,"Betts, Eddie",5,6,9,14,1,,,3.0,1.0,1.0,,,2.0,,,4.0,11.0,,1.0,4.0,2.0,1.0,66.0
13,"Blackwell, Luke",9,5,5,14,1,,,2.0,1.0,2.0,3.0,3.0,1.0,2.0,,5.0,9.0,,,,,,74.0
44,"Carrazzo, Andrew",14,13,6,20,1,,,5.0,,4.0,,1.0,2.0,1.0,,6.0,15.0,1.0,1.0,2.0,,,82.0
26,"De Luca, Adrian",8,7,2,10,3,1.0,1.0,1.0,,3.0,,1.0,2.0,1.0,,5.0,5.0,2.0,2.0,,,1.0,83.0
25,"Fevola, Brendan",10,6,1,11,5,4.0,,1.0,,1.0,,3.0,1.0,3.0,,3.0,7.0,2.0,6.0,3.0,,,97.0
11,"French, Barnaby",3,6,5,8,1,,27.0,3.0,,,2.0,1.0,,1.0,,2.0,6.0,,1.0,7.0,,,78.0
33,"Houlihan, Ryan",12,7,11,23,,,,,3.0,3.0,3.0,3.0,,,,8.0,16.0,,,1.0,,,92.0
12,"Lappin, Matthew",16,8,7,23,,1.0,,,6.0,1.0,,1.0,,,,3.0,21.0,1.0,1.0,2.0,2.0,1.0,91.0
20,"McGrath, Cory",10,5,2,12,,1.0,,1.0,3.0,2.0,1.0,2.0,,1.0,,3.0,9.0,,,1.0,2.0,,72.0
10,"McLaren, Dylan",2,1,4,6,,,8.0,1.0,,,2.0,2.0,1.0,1.0,,4.0,2.0,,,,,1.0,34.0
3,"Murphy, Marc",17,9,8,25,1,,,,2.0,4.0,3.0,3.0,1.0,1.0,2.0,7.0,16.0,,,1.0,2.0,2.0,100.0
2,"Russell, Jordan",7,3,1,8,,,,1.0,,3.0,1.0,,,,,2.0,6.0,,,3.0,,,74.0
29,"Scotland, Heath",16,8,8,24,,,,2.0,2.0,4.0,2.0,2.0,,1.0,,6.0,19.0,,,1.0,,1.0,91.0
6,"Simpson, Kade",16,9,4,20,1,,,1.0,3.0,3.0,2.0,3.0,1.0,,,5.0,15.0,,1.0,3.0,8.0,1.0,89.0
24,"Stevens, Nick",16,8,7,23,,1.0,,,1.0,6.0,4.0,3.0,1.0,2.0,,8.0,14.0,2.0,2.0,,1.0,,85.0
15,"Teague, David",4,5,4,8,,,,2.0,,1.0,,2.0,1.0,1.0,,3.0,6.0,,,1.0,,,50.0
32,"Thornton, Bret",5,1,5,10,,,,,4.0,,,4.0,1.0,2.0,,3.0,7.0,,,3.0,3.0,,100.0
1,"Walker, Andrew",13,3,3,16,,1.0,,1.0,3.0,4.0,,2.0,1.0,,,5.0,11.0,,,,,,88.0
8,"Whitnall, Lance",10,5,5,15,,,,,5.0,2.0,,1.0,2.0,1.0,,6.0,9.0,,,5.0,,1.0,100.0
34,"Wiggins, Simon",6,3,2,8,1,1.0,,1.0,,2.0,1.0,2.0,,2.0,,2.0,6.0,,1.0,1.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,129,112,326,15,12.0,37.0,31.0,37.0,48.0,26.0,44.0,18.0,22.0,2.0,101.0,227.0,9.0,16.0,43.0,23.0,9.0,
Opposition,Opposition,220,116,106,326,18,13.0,12.0,42.0,34.0,55.0,32.0,41.0,22.0,18.0,4.0,120.0,209.0,10.0,25.0,52.0,10.0,10.0,
