Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
31,"Ball, Matthew",24y 151d,16 (1-0-15 6.25%),2 (0.13),←,
10,"Bateman, Chance",25y 31d,70 (26-0-44 37.14%),22 (0.31),←,
35,"Birchall, Grant",18y 175d,10 (2-0-8 20.00%),1 (0.10),←,
30,"Brown, Campbell",22y 328d,68 (22-0-46 32.35%),32 (0.47),←,
39,"Campbell, Robert",24y 50d,48 (18-0-30 37.50%),10 (0.21),←,
9,"Crawford, Shane",31y 316d,262 (123-2-137 47.33%),202 (0.77),←,
24,"Croad, Trent",26y 135d,176 (77-1-98 44.03%),179 (1.02),138 (57-1-80 41.67%),119 (0.86)
26,"Dawson, Zac",20y 150d,12 (4-0-8 33.33%),,←,
19,"Dixon, Ben",29y 38d,179 (83-1-95 46.65%),248 (1.39),←,
23,"Franklin, Lance",19y 173d,28 (6-0-22 21.43%),36 (1.29),←,
15,"Hodge, Luke",22y 37d,82 (30-0-52 36.59%),48 (0.59),←,
4,"Ladson, Rick",22y 154d,46 (13-0-33 28.26%),23 (0.50),←,
3,"Lewis, Jordan",20y 89d,34 (10-0-24 29.41%),6 (0.18),←,
5,"Mitchell, Sam",23y 283d,80 (29-0-51 36.25%),15 (0.19),←,
29,"Murphy, Tom",20y 125d,5 (1-0-4 20.00%),,←,
16,"Ries, Nick",24y 8d,80 (31-0-49 38.75%),18 (0.22),←,
2,"Roughead, Jarryd",19y 180d,32 (10-0-22 31.25%),11 (0.34),←,
12,"Sewell, Brad",22y 170d,34 (7-0-27 20.59%),,←,
13,"Taylor, Simon",23y 338d,23 (6-0-17 26.09%),8 (0.35),←,
21,"Vandenberg, Richard",29y 189d,132 (54-1-77 41.29%),58 (0.44),←,
6,"Williams, Mark",23y 100d,67 (19-0-48 28.36%),147 (2.19),←,
45,"Young, Clinton",20y 156d,19 (7-0-12 36.84%),5 (0.26),←,
Totals,Totals,23y 137d,1503 (579-5-919 38.52%),1071 (0.71),,
C,"Clarkson, Alastair",38y 86d,38 (10-0-28 26.32%),,←,
